Table S14. Ports throughput,,,,
iso3,year,RCP,SSP,throughput
ATG,2050,RCP4.5,SSP1,966836.0081
ATG,2050,RCP4.5,SSP2,1090874.107
ATG,2050,RCP4.5,SSP5,1801298.087
AUS,2050,RCP4.5,SSP1,3563827824
AUS,2050,RCP4.5,SSP2,3454168334
AUS,2050,RCP4.5,SSP5,5490943895
AZE,2050,RCP4.5,SSP1,3295673.585
AZE,2050,RCP4.5,SSP2,3655910.907
AZE,2050,RCP4.5,SSP5,6001654.12
BEL,2050,RCP4.5,SSP1,718580839
BEL,2050,RCP4.5,SSP2,649261097.3
BEL,2050,RCP4.5,SSP5,1040902212
BEN,2050,RCP4.5,SSP1,137917311.2
BEN,2050,RCP4.5,SSP2,144704658.5
BEN,2050,RCP4.5,SSP5,234281567.7
BES,2050,RCP4.5,SSP1,3343827.248
BES,2050,RCP4.5,SSP2,3620190.812
BES,2050,RCP4.5,SSP5,5864694.281
BGD,2050,RCP4.5,SSP1,101753840.9
BGD,2050,RCP4.5,SSP2,95206338.2
BGD,2050,RCP4.5,SSP5,151402189.7
BGR,2050,RCP4.5,SSP1,116838289
BGR,2050,RCP4.5,SSP2,112937248.3
BGR,2050,RCP4.5,SSP5,176899617.2
BHR,2050,RCP4.5,SSP1,69388819.51
BHR,2050,RCP4.5,SSP2,70298862.59
BHR,2050,RCP4.5,SSP5,108706822.1
BHS,2050,RCP4.5,SSP1,45832894.28
BHS,2050,RCP4.5,SSP2,50099159
BHS,2050,RCP4.5,SSP5,83711626.66
BLM,2050,RCP4.5,SSP1,148630.0155
BLM,2050,RCP4.5,SSP2,156630.3069
BLM,2050,RCP4.5,SSP5,255485.2154
BLZ,2050,RCP4.5,SSP1,2595822.253
BLZ,2050,RCP4.5,SSP2,2760241.16
BLZ,2050,RCP4.5,SSP5,4412478.511
BRA,2050,RCP4.5,SSP1,1657317630
BRA,2050,RCP4.5,SSP2,1598484599
BRA,2050,RCP4.5,SSP5,2612070034
BRB,2050,RCP4.5,SSP1,2063739.165
BRB,2050,RCP4.5,SSP2,1907808.634
BRB,2050,RCP4.5,SSP5,3119594.013
BRN,2050,RCP4.5,SSP1,9200058.836
BRN,2050,RCP4.5,SSP2,9933480.148
BRN,2050,RCP4.5,SSP5,15758456.08
CAN,2050,RCP4.5,SSP1,736497884.5
CAN,2050,RCP4.5,SSP2,667231827.4
CAN,2050,RCP4.5,SSP5,1137133548
CHL,2050,RCP4.5,SSP1,395609589.6
CHL,2050,RCP4.5,SSP2,313232914.3
CHL,2050,RCP4.5,SSP5,539977648.1
CHN,2050,RCP4.5,SSP1,9797976643
CHN,2050,RCP4.5,SSP2,9659242727
CHN,2050,RCP4.5,SSP5,15448247513
CIV,2050,RCP4.5,SSP1,118273938.3
CIV,2050,RCP4.5,SSP2,120988814.5
CIV,2050,RCP4.5,SSP5,198344272.5
CMR,2050,RCP4.5,SSP1,141960800.3
CMR,2050,RCP4.5,SSP2,121151384.8
CMR,2050,RCP4.5,SSP5,197671534.5
COD,2050,RCP4.5,SSP1,52324620.35
COD,2050,RCP4.5,SSP2,50458074.14
COD,2050,RCP4.5,SSP5,80492973.63
COG,2050,RCP4.5,SSP1,174158247
COG,2050,RCP4.5,SSP2,155539915.1
COG,2050,RCP4.5,SSP5,249204184.7
COK,2050,RCP4.5,SSP1,120029.0935
COK,2050,RCP4.5,SSP2,133119.8906
COK,2050,RCP4.5,SSP5,201170.5712
COL,2050,RCP4.5,SSP1,317103797.8
COL,2050,RCP4.5,SSP2,325248494.9
COL,2050,RCP4.5,SSP5,527914668.2
COM,2050,RCP4.5,SSP1,4060394.982
COM,2050,RCP4.5,SSP2,4253849.458
COM,2050,RCP4.5,SSP5,7344621.458
CPV,2050,RCP4.5,SSP1,4565905.058
CPV,2050,RCP4.5,SSP2,4728572.389
CPV,2050,RCP4.5,SSP5,7926990.688
CRI,2050,RCP4.5,SSP1,41653809.24
CRI,2050,RCP4.5,SSP2,35878634.5
CRI,2050,RCP4.5,SSP5,59476603.15
CUB,2050,RCP4.5,SSP1,17130515.9
CUB,2050,RCP4.5,SSP2,18441305.47
CUB,2050,RCP4.5,SSP5,29785873.78
CUW,2050,RCP4.5,SSP1,21773697.86
CUW,2050,RCP4.5,SSP2,23925171.67
CUW,2050,RCP4.5,SSP5,40614039.21
CYM,2050,RCP4.5,SSP1,1874410.676
CYM,2050,RCP4.5,SSP2,1766247.575
CYM,2050,RCP4.5,SSP5,2749073.563
CYP,2050,RCP4.5,SSP1,26397691.51
CYP,2050,RCP4.5,SSP2,25069083.11
CYP,2050,RCP4.5,SSP5,39975508.12
DEU,2050,RCP4.5,SSP1,591882800.3
DEU,2050,RCP4.5,SSP2,435174819.8
DEU,2050,RCP4.5,SSP5,713574414.4
DJI,2050,RCP4.5,SSP1,49630641.62
DJI,2050,RCP4.5,SSP2,53790616.15
DJI,2050,RCP4.5,SSP5,87633507.23
DMA,2050,RCP4.5,SSP1,385768.9117
DMA,2050,RCP4.5,SSP2,364244.2414
DMA,2050,RCP4.5,SSP5,579137.0663
DNK,2050,RCP4.5,SSP1,75274320.16
DNK,2050,RCP4.5,SSP2,58175869.91
DNK,2050,RCP4.5,SSP5,95150796.06
DOM,2050,RCP4.5,SSP1,59945966.83
DOM,2050,RCP4.5,SSP2,58586370.34
DOM,2050,RCP4.5,SSP5,95049419.51
DZA,2050,RCP4.5,SSP1,167711157.7
DZA,2050,RCP4.5,SSP2,168129947.4
DZA,2050,RCP4.5,SSP5,271809466.9
ECU,2050,RCP4.5,SSP1,83476835.24
ECU,2050,RCP4.5,SSP2,74941985.49
ECU,2050,RCP4.5,SSP5,123319646.9
EGY,2050,RCP4.5,SSP1,347789533.8
EGY,2050,RCP4.5,SSP2,328924274.9
EGY,2050,RCP4.5,SSP5,522971547
ERI,2050,RCP4.5,SSP1,4837586.471
ERI,2050,RCP4.5,SSP2,4776615.983
ERI,2050,RCP4.5,SSP5,7398677.885
ESH,2050,RCP4.5,SSP1,2027201.553
ESH,2050,RCP4.5,SSP2,2011287.672
ESH,2050,RCP4.5,SSP5,3214021.424
ESP,2050,RCP4.5,SSP1,1496308387
ESP,2050,RCP4.5,SSP2,1412316591
ESP,2050,RCP4.5,SSP5,2268252318
EST,2050,RCP4.5,SSP1,32550290.63
EST,2050,RCP4.5,SSP2,23996848.3
EST,2050,RCP4.5,SSP5,41529825.23
FIN,2050,RCP4.5,SSP1,173581512.6
FIN,2050,RCP4.5,SSP2,126091464.3
FIN,2050,RCP4.5,SSP5,211591115
FJI,2050,RCP4.5,SSP1,5315936.588
FJI,2050,RCP4.5,SSP2,5533437.075
FJI,2050,RCP4.5,SSP5,9281610.176
FRA,2050,RCP4.5,SSP1,500911270
FRA,2050,RCP4.5,SSP2,431636944.1
FRA,2050,RCP4.5,SSP5,705041977.7
FSM,2050,RCP4.5,SSP1,277143.275
FSM,2050,RCP4.5,SSP2,265395.3557
FSM,2050,RCP4.5,SSP5,436228.5544
GAB,2050,RCP4.5,SSP1,87260024.66
GAB,2050,RCP4.5,SSP2,81494279.07
GAB,2050,RCP4.5,SSP5,128834411.8
GBR,2050,RCP4.5,SSP1,627021539
GBR,2050,RCP4.5,SSP2,557909391.4
GBR,2050,RCP4.5,SSP5,898636075.2
GEO,2050,RCP4.5,SSP1,12421419.2
GEO,2050,RCP4.5,SSP2,12811060.71
GEO,2050,RCP4.5,SSP5,20700560.12
GHA,2050,RCP4.5,SSP1,185883608.6
GHA,2050,RCP4.5,SSP2,191113731.8
GHA,2050,RCP4.5,SSP5,309007584.9
GIB,2050,RCP4.5,SSP1,78824362.07
GIB,2050,RCP4.5,SSP2,77756987.07
GIB,2050,RCP4.5,SSP5,123495898.3
GIN,2050,RCP4.5,SSP1,85794917.44
GIN,2050,RCP4.5,SSP2,81600977.68
GIN,2050,RCP4.5,SSP5,128297865.4
GLP,2050,RCP4.5,SSP1,6990247.389
GLP,2050,RCP4.5,SSP2,7858476.955
GLP,2050,RCP4.5,SSP5,12971824.75
GMB,2050,RCP4.5,SSP1,12644524.11
GMB,2050,RCP4.5,SSP2,12057434.32
GMB,2050,RCP4.5,SSP5,19664088.03
GNB,2050,RCP4.5,SSP1,1359870.711
GNB,2050,RCP4.5,SSP2,1589377.955
GNB,2050,RCP4.5,SSP5,2682935.675
GNQ,2050,RCP4.5,SSP1,171912884.5
GNQ,2050,RCP4.5,SSP2,162506244.6
GNQ,2050,RCP4.5,SSP5,254241193.3
GRC,2050,RCP4.5,SSP1,401255359
GRC,2050,RCP4.5,SSP2,393202293.8
GRC,2050,RCP4.5,SSP5,619115313.9
GRD,2050,RCP4.5,SSP1,471293.1225
GRD,2050,RCP4.5,SSP2,451051.3835
GRD,2050,RCP4.5,SSP5,747329.4242
GTM,2050,RCP4.5,SSP1,39574454.7
GTM,2050,RCP4.5,SSP2,37679449.61
GTM,2050,RCP4.5,SSP5,60117108.32
GUF,2050,RCP4.5,SSP1,38324669.41
GUF,2050,RCP4.5,SSP2,37467208.95
GUF,2050,RCP4.5,SSP5,61707969.01
GUM,2050,RCP4.5,SSP1,1523468.107
GUM,2050,RCP4.5,SSP2,1733896.131
GUM,2050,RCP4.5,SSP5,2904975.373
GUY,2050,RCP4.5,SSP1,4211728.616
GUY,2050,RCP4.5,SSP2,4050558.785
GUY,2050,RCP4.5,SSP5,6605560.585
HKG,2050,RCP4.5,SSP1,475230244.5
HKG,2050,RCP4.5,SSP2,463388514.2
HKG,2050,RCP4.5,SSP5,751371670.9
HND,2050,RCP4.5,SSP1,35374304.43
HND,2050,RCP4.5,SSP2,30304742.69
HND,2050,RCP4.5,SSP5,48920165.05
HRV,2050,RCP4.5,SSP1,29371242.72
HRV,2050,RCP4.5,SSP2,22981762.63
HRV,2050,RCP4.5,SSP5,38237176.04
HTI,2050,RCP4.5,SSP1,6221048.184
HTI,2050,RCP4.5,SSP2,6473302.95
HTI,2050,RCP4.5,SSP5,10570148.69
IDN,2050,RCP4.5,SSP1,2434792898
IDN,2050,RCP4.5,SSP2,2610995681
IDN,2050,RCP4.5,SSP5,4298195394
IND,2050,RCP4.5,SSP1,1872461751
IND,2050,RCP4.5,SSP2,1888752849
IND,2050,RCP4.5,SSP5,3013188551
IRL,2050,RCP4.5,SSP1,80497929.67
IRL,2050,RCP4.5,SSP2,71470939.2
IRL,2050,RCP4.5,SSP5,115349115.4
IRN,2050,RCP4.5,SSP1,99551577.7
IRN,2050,RCP4.5,SSP2,103598777
IRN,2050,RCP4.5,SSP5,170304335.6
IRQ,2050,RCP4.5,SSP1,25416403.37
IRQ,2050,RCP4.5,SSP2,25032151.91
IRQ,2050,RCP4.5,SSP5,39582514.93
ISL,2050,RCP4.5,SSP1,11268587.83
ISL,2050,RCP4.5,SSP2,11863644.86
ISL,2050,RCP4.5,SSP5,17897744.29
ISR,2050,RCP4.5,SSP1,67722967.34
ISR,2050,RCP4.5,SSP2,60896954.21
ISR,2050,RCP4.5,SSP5,96974934.15
ITA,2050,RCP4.5,SSP1,720893392.4
ITA,2050,RCP4.5,SSP2,632078541.6
ITA,2050,RCP4.5,SSP5,1001122796
JAM,2050,RCP4.5,SSP1,101225546.5
JAM,2050,RCP4.5,SSP2,105352287.4
JAM,2050,RCP4.5,SSP5,173565538.2
JOR,2050,RCP4.5,SSP1,10168990.93
JOR,2050,RCP4.5,SSP2,9171249.041
JOR,2050,RCP4.5,SSP5,15090816.63
JPN,2050,RCP4.5,SSP1,2096211003
JPN,2050,RCP4.5,SSP2,2077211736
JPN,2050,RCP4.5,SSP5,3333089379
KAZ,2050,RCP4.5,SSP1,10590652.47
KAZ,2050,RCP4.5,SSP2,11051675.07
KAZ,2050,RCP4.5,SSP5,17997674.99
KEN,2050,RCP4.5,SSP1,67289629.05
KEN,2050,RCP4.5,SSP2,69008190.92
KEN,2050,RCP4.5,SSP5,113416658.8
KHM,2050,RCP4.5,SSP1,11730276.72
KHM,2050,RCP4.5,SSP2,10496900.93
KHM,2050,RCP4.5,SSP5,16963481.86
KIR,2050,RCP4.5,SSP1,46971.7107
KIR,2050,RCP4.5,SSP2,48184.24823
KIR,2050,RCP4.5,SSP5,78465.95485
KNA,2050,RCP4.5,SSP1,600394.1832
KNA,2050,RCP4.5,SSP2,579698.786
KNA,2050,RCP4.5,SSP5,912644.8018
KOR,2050,RCP4.5,SSP1,2091596876
KOR,2050,RCP4.5,SSP2,2023228419
KOR,2050,RCP4.5,SSP5,3185869236
KWT,2050,RCP4.5,SSP1,101303675.9
KWT,2050,RCP4.5,SSP2,104192307.4
KWT,2050,RCP4.5,SSP5,168473157
LBN,2050,RCP4.5,SSP1,63570488.02
LBN,2050,RCP4.5,SSP2,60353944.13
LBN,2050,RCP4.5,SSP5,96589933.96
LBR,2050,RCP4.5,SSP1,38622585.32
LBR,2050,RCP4.5,SSP2,36011790.8
LBR,2050,RCP4.5,SSP5,55872423.3
LBY,2050,RCP4.5,SSP1,32896276.59
LBY,2050,RCP4.5,SSP2,34238705.98
LBY,2050,RCP4.5,SSP5,54413826.35
LCA,2050,RCP4.5,SSP1,5626075.671
LCA,2050,RCP4.5,SSP2,5361171.417
LCA,2050,RCP4.5,SSP5,8557799.69
LKA,2050,RCP4.5,SSP1,377219267.7
LKA,2050,RCP4.5,SSP2,376518538.1
LKA,2050,RCP4.5,SSP5,600880098.4
LTU,2050,RCP4.5,SSP1,44842462.69
LTU,2050,RCP4.5,SSP2,38537745.37
LTU,2050,RCP4.5,SSP5,63772901.83
LVA,2050,RCP4.5,SSP1,66528660.97
LVA,2050,RCP4.5,SSP2,57602041.65
LVA,2050,RCP4.5,SSP5,95391804.92
MAC,2050,RCP4.5,SSP1,67921472.65
MAC,2050,RCP4.5,SSP2,72781078.07
MAC,2050,RCP4.5,SSP5,114056911
MAF,2050,RCP4.5,SSP1,256185.8709
MAF,2050,RCP4.5,SSP2,254353.3865
MAF,2050,RCP4.5,SSP5,404320.0481
MAR,2050,RCP4.5,SSP1,339148251.1
MAR,2050,RCP4.5,SSP2,328866006.7
MAR,2050,RCP4.5,SSP5,526152193.4
MDG,2050,RCP4.5,SSP1,29008351.37
MDG,2050,RCP4.5,SSP2,30095539.85
MDG,2050,RCP4.5,SSP5,49393132.17
MDV,2050,RCP4.5,SSP1,11776337.47
MDV,2050,RCP4.5,SSP2,11970733
MDV,2050,RCP4.5,SSP5,19460962.77
MEX,2050,RCP4.5,SSP1,312808351.6
MEX,2050,RCP4.5,SSP2,307115139.9
MEX,2050,RCP4.5,SSP5,494234492.5
MHL,2050,RCP4.5,SSP1,11449555.99
MHL,2050,RCP4.5,SSP2,13253620.69
MHL,2050,RCP4.5,SSP5,18369868.13
MLT,2050,RCP4.5,SSP1,269633351.6
MLT,2050,RCP4.5,SSP2,249534345.6
MLT,2050,RCP4.5,SSP5,401095282.6
MMR,2050,RCP4.5,SSP1,33088241.36
MMR,2050,RCP4.5,SSP2,34346071.45
MMR,2050,RCP4.5,SSP5,55429463.82
MNE,2050,RCP4.5,SSP1,3742259.05
MNE,2050,RCP4.5,SSP2,3656162.855
MNE,2050,RCP4.5,SSP5,5878787.697
MNP,2050,RCP4.5,SSP1,497139.7061
MNP,2050,RCP4.5,SSP2,617848.4742
MNP,2050,RCP4.5,SSP5,1151529.635
MOZ,2050,RCP4.5,SSP1,241657411.1
MOZ,2050,RCP4.5,SSP2,250563139.2
MOZ,2050,RCP4.5,SSP5,396965324.5
MRT,2050,RCP4.5,SSP1,47421936.12
MRT,2050,RCP4.5,SSP2,45884584.61
MRT,2050,RCP4.5,SSP5,72472510.05
MSR,2050,RCP4.5,SSP1,65521.38327
MSR,2050,RCP4.5,SSP2,67102.73786
MSR,2050,RCP4.5,SSP5,109628.1558
MTQ,2050,RCP4.5,SSP1,155358.7684
MTQ,2050,RCP4.5,SSP2,161139.4761
MTQ,2050,RCP4.5,SSP5,257046.3106
MUS,2050,RCP4.5,SSP1,68497135.99
MUS,2050,RCP4.5,SSP2,66416766.82
MUS,2050,RCP4.5,SSP5,104418811.4
MYS,2050,RCP4.5,SSP1,1451572275
MYS,2050,RCP4.5,SSP2,1478391716
MYS,2050,RCP4.5,SSP5,2388932958
MYT,2050,RCP4.5,SSP1,474923.6128
MYT,2050,RCP4.5,SSP2,502975.945
MYT,2050,RCP4.5,SSP5,795338.8683
NAM,2050,RCP4.5,SSP1,101454022.1
NAM,2050,RCP4.5,SSP2,96206433.06
NAM,2050,RCP4.5,SSP5,149212291.9
NCL,2050,RCP4.5,SSP1,12956338.57
NCL,2050,RCP4.5,SSP2,12971290.97
NCL,2050,RCP4.5,SSP5,20842710
NGA,2050,RCP4.5,SSP1,728021474.8
NGA,2050,RCP4.5,SSP2,729747429.7
NGA,2050,RCP4.5,SSP5,1169732257
NIC,2050,RCP4.5,SSP1,1570813.173
NIC,2050,RCP4.5,SSP2,1561468.983
NIC,2050,RCP4.5,SSP5,2485515.461
NLD,2050,RCP4.5,SSP1,785867343.7
NLD,2050,RCP4.5,SSP2,736018988
NLD,2050,RCP4.5,SSP5,1175528823
NOR,2050,RCP4.5,SSP1,209769343.5
NOR,2050,RCP4.5,SSP2,197922680
NOR,2050,RCP4.5,SSP5,320230151.3
NRU,2050,RCP4.5,SSP1,196247.3048
NRU,2050,RCP4.5,SSP2,185997.4737
NRU,2050,RCP4.5,SSP5,291607.674
NZL,2050,RCP4.5,SSP1,235153849.3
NZL,2050,RCP4.5,SSP2,177007437.4
NZL,2050,RCP4.5,SSP5,313032974
OMN,2050,RCP4.5,SSP1,162637950.3
OMN,2050,RCP4.5,SSP2,163294852.5
OMN,2050,RCP4.5,SSP5,257429514.4
PAK,2050,RCP4.5,SSP1,125842334.1
PAK,2050,RCP4.5,SSP2,131571362.4
PAK,2050,RCP4.5,SSP5,213695851.9
PAN,2050,RCP4.5,SSP1,632191079.2
PAN,2050,RCP4.5,SSP2,543360969.9
PAN,2050,RCP4.5,SSP5,893068786.9
PER,2050,RCP4.5,SSP1,363868921.3
PER,2050,RCP4.5,SSP2,357934632.2
PER,2050,RCP4.5,SSP5,601481483.4
PHL,2050,RCP4.5,SSP1,444683802.5
PHL,2050,RCP4.5,SSP2,452401509.8
PHL,2050,RCP4.5,SSP5,743163790.6
PLW,2050,RCP4.5,SSP1,136279.9121
PLW,2050,RCP4.5,SSP2,129800.1435
PLW,2050,RCP4.5,SSP5,206772.8545
PNG,2050,RCP4.5,SSP1,41900928.24
PNG,2050,RCP4.5,SSP2,47932376.29
PNG,2050,RCP4.5,SSP5,82864428.72
POL,2050,RCP4.5,SSP1,148564058.5
POL,2050,RCP4.5,SSP2,139714166.2
POL,2050,RCP4.5,SSP5,224065636.7
PRI,2050,RCP4.5,SSP1,4326865.105
PRI,2050,RCP4.5,SSP2,4267369.985
PRI,2050,RCP4.5,SSP5,6840492.801
PRT,2050,RCP4.5,SSP1,162932652.3
PRT,2050,RCP4.5,SSP2,146507726
PRT,2050,RCP4.5,SSP5,234895851.5
PYF,2050,RCP4.5,SSP1,1537510.507
PYF,2050,RCP4.5,SSP2,1425531.05
PYF,2050,RCP4.5,SSP5,2295920.797
QAT,2050,RCP4.5,SSP1,202239851
QAT,2050,RCP4.5,SSP2,207298713.9
QAT,2050,RCP4.5,SSP5,329899637.3
REU,2050,RCP4.5,SSP1,12857764.98
REU,2050,RCP4.5,SSP2,12158653.7
REU,2050,RCP4.5,SSP5,19306916.18
ROU,2050,RCP4.5,SSP1,167989706.6
ROU,2050,RCP4.5,SSP2,162156506.8
ROU,2050,RCP4.5,SSP5,259539063.3
RUS,2050,RCP4.5,SSP1,797103758
RUS,2050,RCP4.5,SSP2,808490747.2
RUS,2050,RCP4.5,SSP5,1293528124
SAU,2050,RCP4.5,SSP1,1029613623
SAU,2050,RCP4.5,SSP2,976004298.7
SAU,2050,RCP4.5,SSP5,1538113755
SDN,2050,RCP4.5,SSP1,31916897.01
SDN,2050,RCP4.5,SSP2,33958489.07
SDN,2050,RCP4.5,SSP5,53648116.88
SEN,2050,RCP4.5,SSP1,83109212.53
SEN,2050,RCP4.5,SSP2,84885624.26
SEN,2050,RCP4.5,SSP5,139876053
SGP,2050,RCP4.5,SSP1,3523431737
SGP,2050,RCP4.5,SSP2,3529553538
SGP,2050,RCP4.5,SSP5,5700237540
SLB,2050,RCP4.5,SSP1,40578403.64
SLB,2050,RCP4.5,SSP2,51375376.34
SLB,2050,RCP4.5,SSP5,98691837.2
SLE,2050,RCP4.5,SSP1,16738225.03
SLE,2050,RCP4.5,SSP2,18065037.16
SLE,2050,RCP4.5,SSP5,30834837.37
SLV,2050,RCP4.5,SSP1,10256993.48
SLV,2050,RCP4.5,SSP2,11485006.44
SLV,2050,RCP4.5,SSP5,19307983.86
SOM,2050,RCP4.5,SSP1,21688717.57
SOM,2050,RCP4.5,SSP2,24405228.77
SOM,2050,RCP4.5,SSP5,41706702.63
STP,2050,RCP4.5,SSP1,1012614.471
STP,2050,RCP4.5,SSP2,1145126.589
STP,2050,RCP4.5,SSP5,1879985.208
SUR,2050,RCP4.5,SSP1,4196311.922
SUR,2050,RCP4.5,SSP2,3813254.545
SUR,2050,RCP4.5,SSP5,6406972.617
SVN,2050,RCP4.5,SSP1,48565991.44
SVN,2050,RCP4.5,SSP2,35161023.79
SVN,2050,RCP4.5,SSP5,58443656.03
SWE,2050,RCP4.5,SSP1,256354893.3
SWE,2050,RCP4.5,SSP2,131010751.6
SWE,2050,RCP4.5,SSP5,227006718.8
SXM,2050,RCP4.5,SSP1,796535.7167
SXM,2050,RCP4.5,SSP2,669432.6685
SXM,2050,RCP4.5,SSP5,1101263.758
SYC,2050,RCP4.5,SSP1,34287336.63
SYC,2050,RCP4.5,SSP2,34189912.68
SYC,2050,RCP4.5,SSP5,55134769.09
SYR,2050,RCP4.5,SSP1,5081326.571
SYR,2050,RCP4.5,SSP2,4532687.593
SYR,2050,RCP4.5,SSP5,7449423.116
TCA,2050,RCP4.5,SSP1,466913.4962
TCA,2050,RCP4.5,SSP2,418229.0303
TCA,2050,RCP4.5,SSP5,696503.0848
TGO,2050,RCP4.5,SSP1,203640501.7
TGO,2050,RCP4.5,SSP2,206748843.6
TGO,2050,RCP4.5,SSP5,336860066.5
THA,2050,RCP4.5,SSP1,400871770
THA,2050,RCP4.5,SSP2,399900208.3
THA,2050,RCP4.5,SSP5,636889909.3
TKM,2050,RCP4.5,SSP1,2612205.392
TKM,2050,RCP4.5,SSP2,2873461.788
TKM,2050,RCP4.5,SSP5,4550419.908
TLS,2050,RCP4.5,SSP1,12119236.15
TLS,2050,RCP4.5,SSP2,11836526.17
TLS,2050,RCP4.5,SSP5,18702163.11
TON,2050,RCP4.5,SSP1,270144.1875
TON,2050,RCP4.5,SSP2,266728.2374
TON,2050,RCP4.5,SSP5,429432.5432
TTO,2050,RCP4.5,SSP1,300174840.8
TTO,2050,RCP4.5,SSP2,286993677.4
TTO,2050,RCP4.5,SSP5,449375881.6
TUN,2050,RCP4.5,SSP1,61359120.25
TUN,2050,RCP4.5,SSP2,62513664.51
TUN,2050,RCP4.5,SSP5,100390488
TUR,2050,RCP4.5,SSP1,1110672242
TUR,2050,RCP4.5,SSP2,1090552039
TUR,2050,RCP4.5,SSP5,1715048335
TUV,2050,RCP4.5,SSP1,184818.2025
TUV,2050,RCP4.5,SSP2,203454.3019
TUV,2050,RCP4.5,SSP5,329709.3192
TWN,2050,RCP4.5,SSP1,746665957.7
TWN,2050,RCP4.5,SSP2,738799421.3
TWN,2050,RCP4.5,SSP5,1176604258
TZA,2050,RCP4.5,SSP1,111285779.8
TZA,2050,RCP4.5,SSP2,117441276
TZA,2050,RCP4.5,SSP5,190757632.1
UKR,2050,RCP4.5,SSP1,256963545.7
UKR,2050,RCP4.5,SSP2,253447513
UKR,2050,RCP4.5,SSP5,403072057
URY,2050,RCP4.5,SSP1,77769396.17
URY,2050,RCP4.5,SSP2,66579522.71
URY,2050,RCP4.5,SSP5,110704821
USA,2050,RCP4.5,SSP1,3208430854
USA,2050,RCP4.5,SSP2,2952796412
USA,2050,RCP4.5,SSP5,4884648299
VCT,2050,RCP4.5,SSP1,795881.7584
VCT,2050,RCP4.5,SSP2,805350.3757
VCT,2050,RCP4.5,SSP5,1330267.56
VEN,2050,RCP4.5,SSP1,61098209.17
VEN,2050,RCP4.5,SSP2,64520005.74
VEN,2050,RCP4.5,SSP5,105149241.5
VGB,2050,RCP4.5,SSP1,1004306.368
VGB,2050,RCP4.5,SSP2,971069.5681
VGB,2050,RCP4.5,SSP5,1511354.59
VIR,2050,RCP4.5,SSP1,4243926.215
VIR,2050,RCP4.5,SSP2,4157038.661
VIR,2050,RCP4.5,SSP5,6548694.76
VNM,2050,RCP4.5,SSP1,382640511.2
VNM,2050,RCP4.5,SSP2,392564463.5
VNM,2050,RCP4.5,SSP5,668014234.2
VUT,2050,RCP4.5,SSP1,652233.2046
VUT,2050,RCP4.5,SSP2,612228.0667
VUT,2050,RCP4.5,SSP5,946170.4419
WSM,2050,RCP4.5,SSP1,781435.3718
WSM,2050,RCP4.5,SSP2,652250.9598
WSM,2050,RCP4.5,SSP5,1042975.373
YEM,2050,RCP4.5,SSP1,28055894.84
YEM,2050,RCP4.5,SSP2,28530589.01
YEM,2050,RCP4.5,SSP5,47970844.62
ZAF,2050,RCP4.5,SSP1,1191960524
ZAF,2050,RCP4.5,SSP2,1214675637
ZAF,2050,RCP4.5,SSP5,1870263454
