iso3,scc,oc_capital,valuation
GNB,0.001143194408308112,Fisheries,Non-market use value
GNB,0.0002427172390194536,Mangroves,Market value
GNB,0.00020208071365623647,Mangroves,Non-market use value
GNB,0.00024251412266306337,Mangroves,Nonuse value
GNB,0.00016781894927419115,Ports,Market value
GNB,0.0021131139254306833,Total,Total
GNQ,2.2406665276462146e-12,Corals,Market value
GNQ,2.111234445801349e-11,Corals,Non-market use value
GNQ,2.111234445801349e-11,Corals,Nonuse value
GNQ,1.931955836185747e-05,Fisheries,Market value
GNQ,2.111234445801349e-11,Fisheries,Non-market use value
GNQ,1.0516620617083194e-06,Mangroves,Market value
GNQ,0.0004969071816129899,Mangroves,Non-market use value
GNQ,0.0005326620123049162,Mangroves,Nonuse value
GNQ,0.003926708302562935,Ports,Market value
GNQ,0.004976647849471522,Total,Total
GRC,-1.4823235024859815e-09,Corals,Market value
GRC,-1.4838599279836048e-09,Corals,Non-market use value
GRC,-1.4838599279836048e-09,Corals,Nonuse value
GRC,0.0003512369734667726,Fisheries,Market value
GRC,0.041566777972620275,Fisheries,Non-market use value
GRC,-1.4823235024859815e-09,Mangroves,Market value
GRC,-1.4838599279836048e-09,Mangroves,Non-market use value
GRC,-1.4838599279836048e-09,Mangroves,Nonuse value
GRC,-0.00011854060213509015,Ports,Market value
GRC,0.04179947839287475,Total,Total
GTM,-2.3532186883551796e-10,Corals,Market value
GTM,-2.3520326142872416e-10,Corals,Non-market use value
GTM,-2.3520326142872416e-10,Corals,Nonuse value
GTM,9.826522744900406e-05,Fisheries,Market value
GTM,0.046743224687028656,Fisheries,Non-market use value
GTM,0.00022864674216831904,Mangroves,Market value
GTM,0.00046229603505834843,Mangroves,Non-market use value
GTM,0.0019864111295739163,Mangroves,Nonuse value
GTM,0.0019231052537183428,Ports,Market value
GTM,0.051441949830741476,Total,Total
GUY,-2.549195922631806e-12,Corals,Market value
GUY,-1.8147963637892282e-11,Corals,Non-market use value
GUY,-1.8147963637892282e-11,Corals,Nonuse value
GUY,3.9435470292387334e-05,Fisheries,Market value
GUY,0.0016669056841993014,Fisheries,Non-market use value
GUY,1.5319619560103386e-06,Mangroves,Market value
GUY,3.67915593208054e-06,Mangroves,Non-market use value
GUY,5.8762504282505115e-05,Mangroves,Nonuse value
GUY,0.0023968734136798394,Ports,Market value
GUY,0.0041671880999546666,Total,Total
HKG,-1.0883338040428069e-09,Corals,Market value
HKG,-1.104965745271254e-09,Corals,Non-market use value
HKG,-1.104965745271254e-09,Corals,Nonuse value
HKG,-1.0883338040428069e-09,Fisheries,Market value
HKG,-1.104965745271254e-09,Fisheries,Non-market use value
HKG,-1.0883338040428069e-09,Mangroves,Market value
HKG,-1.104965745271254e-09,Mangroves,Non-market use value
HKG,-1.104965745271254e-09,Mangroves,Nonuse value
HKG,0.05590241471412944,Ports,Market value
HKG,0.05590241060863638,Total,Total
HND,0.00014177094987675662,Corals,Market value
HND,0.0015465078750225229,Corals,Non-market use value
HND,0.00719439274014035,Corals,Nonuse value
HND,7.612595182901221e-05,Fisheries,Market value
HND,0.012795621202482978,Fisheries,Non-market use value
HND,6.956331417617121e-05,Mangroves,Market value
HND,0.0003585980053543867,Mangroves,Non-market use value
HND,0.0009774438183066342,Mangroves,Nonuse value
HND,0.0006898099600293651,Ports,Market value
HND,0.023849836254932318,Total,Total
HRV,4.3533614830303094e-10,Corals,Market value
HRV,4.801125825563901e-10,Corals,Non-market use value
HRV,4.801125825563901e-10,Corals,Nonuse value
HRV,4.787267567630698e-05,Fisheries,Market value
HRV,0.013805097649751746,Fisheries,Non-market use value
HRV,4.3533614830303094e-10,Mangroves,Market value
HRV,4.801125825563901e-10,Mangroves,Non-market use value
HRV,4.801125825563901e-10,Mangroves,Nonuse value
HRV,0.0003610964907601641,Ports,Market value
HRV,0.014214065677809487,Total,Total
HTI,4.457348404474621e-05,Corals,Market value
HTI,3.629545318754089e-05,Corals,Non-market use value
HTI,0.004776518945311021,Corals,Nonuse value
HTI,3.9166886216178645e-05,Fisheries,Market value
HTI,0.025978024684791188,Fisheries,Non-market use value
HTI,1.460087971242306e-05,Mangroves,Market value
HTI,1.0892201402256746e-05,Mangroves,Non-market use value
HTI,0.0003023810294012488,Mangroves,Nonuse value
HTI,9.27546604234329e-05,Ports,Market value
HTI,0.03129520997006945,Total,Total
HUN,-3.3768186257975886e-10,Corals,Market value
HUN,-3.3768186257975886e-10,Corals,Non-market use value
HUN,-3.3768186257975886e-10,Corals,Nonuse value
HUN,-3.3768186257975886e-10,Fisheries,Market value
HUN,-3.3768186257975886e-10,Fisheries,Non-market use value
HUN,-3.3768186257975886e-10,Mangroves,Market value
HUN,-3.3768186257975886e-10,Mangroves,Non-market use value
HUN,-3.3768186257975886e-10,Mangroves,Nonuse value
HUN,-3.3768186257975886e-10,Ports,Market value
HUN,-0.0,Total,Total
IDN,0.005368428286876307,Corals,Market value
IDN,0.015196518181248446,Corals,Non-market use value
IDN,0.05841128218015533,Corals,Nonuse value
IDN,0.004162158182762967,Fisheries,Market value
IDN,1.7221712603313772,Fisheries,Non-market use value
IDN,0.0013823294597847232,Mangroves,Market value
IDN,0.0012028348970360785,Mangroves,Non-market use value
IDN,0.03231234407588835,Mangroves,Nonuse value
IDN,0.03289140663008748,Ports,Market value
IDN,1.8730985818439276,Total,Total
IND,0.00019110425107315396,Corals,Market value
IND,0.0026746934008615914,Corals,Non-market use value
IND,0.00042319244842122536,Corals,Nonuse value
IND,8.078168081357209e-05,Fisheries,Market value
IND,2.4839442292134346,Fisheries,Non-market use value
IND,0.0006510909097128096,Mangroves,Market value
IND,0.005524295894564812,Mangroves,Non-market use value
IND,0.8822496549850729,Mangroves,Nonuse value
IND,0.059779856571475554,Ports,Market value
IND,3.435519181192896,Total,Total
IRL,6.424651546073407e-10,Corals,Market value
IRL,3.003762790968418e-10,Corals,Non-market use value
IRL,3.003762790968418e-10,Corals,Nonuse value
IRL,-0.00020229609382947715,Fisheries,Market value
IRL,0.049039143809057106,Fisheries,Non-market use value
IRL,6.424651546073407e-10,Mangroves,Market value
IRL,3.003762790968418e-10,Mangroves,Non-market use value
IRL,3.003762790968418e-10,Mangroves,Nonuse value
IRL,0.012278545625494337,Ports,Market value
IRL,0.06111539104053097,Total,Total
IRN,5.600700666040542e-05,Corals,Market value
IRN,0.001083232272590767,Corals,Non-market use value
IRN,0.13358795702179596,Corals,Nonuse value
IRN,0.0003733801604863036,Fisheries,Market value
IRN,0.24198825673759844,Fisheries,Non-market use value
IRN,2.9873758102110097e-05,Mangroves,Market value
IRN,0.0002715010997898005,Mangroves,Non-market use value
IRN,0.01784375799839479,Mangroves,Nonuse value
IRN,0.007864927340919241,Ports,Market value
IRN,0.40309892779379497,Total,Total
IRQ,5.464280051769206e-10,Corals,Market value
IRQ,6.094621334140718e-10,Corals,Non-market use value
IRQ,6.094621334140718e-10,Corals,Nonuse value
IRQ,-2.3645025746988574e-06,Fisheries,Market value
IRQ,6.094621334140718e-10,Fisheries,Non-market use value
IRQ,5.464280051769206e-10,Mangroves,Market value
IRQ,6.094621334140718e-10,Mangroves,Non-market use value
IRQ,6.094621334140718e-10,Mangroves,Nonuse value
IRQ,-0.0005594025276735527,Ports,Market value
IRQ,-0.0005617678573471125,Total,Total
ISL,4.56643986063958e-11,Corals,Market value
ISL,5.0724103453649736e-11,Corals,Non-market use value
ISL,5.0724103453649736e-11,Corals,Nonuse value
ISL,-0.00016536199045581455,Fisheries,Market value
ISL,0.0038472133404106796,Fisheries,Non-market use value
ISL,4.56643986063958e-11,Mangroves,Market value
ISL,5.0724103453649736e-11,Mangroves,Non-market use value
ISL,5.0724103453649736e-11,Mangroves,Nonuse value
ISL,0.00034743673749138557,Ports,Market value
ISL,0.004029288013553228,Total,Total
ISR,1.014769689828171e-06,Corals,Market value
ISR,0.000448911792221574,Corals,Non-market use value
ISR,0.05306744142982954,Corals,Nonuse value
ISR,1.1208608286969865e-05,Fisheries,Market value
ISR,0.06166922222293521,Fisheries,Non-market use value
ISR,-3.3400745364649473e-09,Mangroves,Market value
ISR,-2.1909585686227005e-09,Mangroves,Non-market use value
ISR,-2.1909585686227005e-09,Mangroves,Nonuse value
ISR,0.004135249179820193,Ports,Market value
ISR,0.11933305879156055,Total,Total
ITA,-4.734684991960329e-09,Corals,Market value
ITA,-5.418366890548154e-09,Corals,Non-market use value
ITA,-5.418366890548154e-09,Corals,Nonuse value
ITA,0.0006354445299589496,Fisheries,Market value
ITA,0.31900076357682206,Fisheries,Non-market use value
ITA,-4.734684991960329e-09,Mangroves,Market value
ITA,-5.418366890548154e-09,Mangroves,Non-market use value
ITA,-5.418366890548154e-09,Mangroves,Nonuse value
ITA,0.009258789191155152,Ports,Market value
ITA,0.32889501319040965,Total,Total
JAM,4.5964142522667403e-05,Corals,Market value
JAM,0.0003979908189818115,Corals,Non-market use value
JAM,0.005178715486415594,Corals,Nonuse value
JAM,0.0001231672683842343,Fisheries,Market value
JAM,0.004651802393639298,Fisheries,Non-market use value
JAM,4.978703325389455e-06,Mangroves,Market value
JAM,1.7401205245600377e-05,Mangroves,Non-market use value
JAM,0.00015331141209225883,Mangroves,Nonuse value
JAM,0.0005169273165816783,Ports,Market value
JAM,0.011090258886645232,Total,Total
JOR,1.0795238835427877e-06,Corals,Market value
JOR,1.5924971520331335e-05,Corals,Non-market use value
JOR,0.01306850243958869,Corals,Nonuse value
JOR,-7.542262893984013e-11,Fisheries,Market value
JOR,0.05979418642894332,Fisheries,Non-market use value
JOR,-7.542262893984013e-11,Mangroves,Market value
JOR,-9.78541574433961e-11,Mangroves,Non-market use value
JOR,-9.78541574433961e-11,Mangroves,Nonuse value
JOR,0.0004931163140721317,Ports,Market value
JOR,0.07337280941686111,Total,Total
JPN,0.0007628796568699776,Corals,Market value
JPN,0.024271249289898336,Corals,Non-market use value
JPN,0.9831125221708028,Corals,Nonuse value
JPN,0.008656326970195449,Fisheries,Market value
JPN,0.9222062365740936,Fisheries,Non-market use value
JPN,2.4062890226308424e-07,Mangroves,Market value
JPN,1.5729158337874145e-06,Mangroves,Non-market use value
JPN,3.884688284287801e-05,Mangroves,Nonuse value
JPN,0.17917475280583367,Ports,Market value
JPN,2.1182246095887307,Total,Total
KAZ,-1.554572226043185e-09,Corals,Market value
KAZ,-1.554572226043185e-09,Corals,Non-market use value
KAZ,-1.554572226043185e-09,Corals,Nonuse value
KAZ,-1.554572226043185e-09,Fisheries,Market value
KAZ,-1.554572226043185e-09,Fisheries,Non-market use value
KAZ,-1.554572226043185e-09,Mangroves,Market value
KAZ,-1.554572226043185e-09,Mangroves,Non-market use value
KAZ,-1.554572226043185e-09,Mangroves,Nonuse value
KAZ,-1.554572226043185e-09,Ports,Market value
KAZ,-0.0,Total,Total
KEN,0.00011531164616970675,Corals,Market value
KEN,0.008697285092706094,Corals,Non-market use value
KEN,0.018666323774016745,Corals,Nonuse value
KEN,8.942777855604361e-07,Fisheries,Market value
KEN,4.427126238279654e-09,Fisheries,Non-market use value
KEN,4.0901851704534014e-05,Mangroves,Market value
KEN,0.0028039925274374743,Mangroves,Non-market use value
KEN,0.0018283311611731706,Mangroves,Nonuse value
KEN,0.003241080565956192,Ports,Market value
KEN,0.035394117243797506,Total,Total
KGZ,7.487462245657479e-11,Corals,Market value
KGZ,7.487462245657479e-11,Corals,Non-market use value
KGZ,7.487462245657479e-11,Corals,Nonuse value
KGZ,7.487462245657479e-11,Fisheries,Market value
KGZ,7.487462245657479e-11,Fisheries,Non-market use value
KGZ,7.487462245657479e-11,Mangroves,Market value
KGZ,7.487462245657479e-11,Mangroves,Non-market use value
KGZ,7.487462245657479e-11,Mangroves,Nonuse value
KGZ,7.487462245657479e-11,Ports,Market value
KGZ,-0.0,Total,Total
KHM,7.220901943125796e-06,Corals,Market value
KHM,1.5791846474947473e-05,Corals,Non-market use value
KHM,0.0011845409082935,Corals,Nonuse value
KHM,4.2351905242009385e-05,Fisheries,Market value
KHM,0.033461229475094764,Fisheries,Non-market use value
KHM,3.606778490027663e-05,Mangroves,Market value
KHM,6.872407950573641e-05,Mangroves,Non-market use value
KHM,0.0015212478429494337,Mangroves,Nonuse value
KHM,0.0007200568926325983,Ports,Market value
KHM,0.03705723728429292,Total,Total
KOR,4.802602062322873e-09,Corals,Market value
KOR,3.6957610763783207e-09,Corals,Non-market use value
KOR,3.6957610763783207e-09,Corals,Nonuse value
KOR,0.002339327757574752,Fisheries,Market value
KOR,0.3061061413167178,Fisheries,Non-market use value
KOR,4.802602062322873e-09,Mangroves,Market value
KOR,3.6957610763783207e-09,Mangroves,Non-market use value
KOR,3.6957610763783207e-09,Mangroves,Nonuse value
KOR,0.08374629239897183,Ports,Market value
KOR,0.39219175037393317,Total,Total
KWT,3.6676504525464164e-05,Corals,Market value
KWT,0.007322421262704556,Corals,Non-market use value
KWT,0.05263155701778251,Corals,Nonuse value
KWT,-4.698337627434962e-05,Fisheries,Market value
KWT,0.02805811074236374,Fisheries,Non-market use value
KWT,-1.6058682437635332e-09,Mangroves,Market value
KWT,-1.817141312439763e-09,Mangroves,Non-market use value
KWT,-1.817141312439763e-09,Mangroves,Nonuse value
KWT,0.001761549176348368,Ports,Market value
KWT,0.08976333998445266,Total,Total
LBN,1.1196671692886261e-10,Corals,Market value
LBN,3.0111059826762787e-11,Corals,Non-market use value
LBN,3.0111059826762787e-11,Corals,Nonuse value
LBN,1.3822806134346985e-05,Fisheries,Market value
LBN,0.019165937698569228,Fisheries,Non-market use value
LBN,1.1196671692886261e-10,Mangroves,Market value
LBN,3.0111059826762787e-11,Mangroves,Non-market use value
LBN,3.0111059826762787e-11,Mangroves,Nonuse value
LBN,0.00040575225193443913,Ports,Market value
LBN,0.01958551212908121,Total,Total
LKA,0.00010159236570918018,Corals,Market value
LKA,0.00012045233175809782,Corals,Non-market use value
LKA,0.026405515671577603,Corals,Nonuse value
LKA,6.093293981990844e-05,Fisheries,Market value
LKA,0.14717362186773258,Fisheries,Non-market use value
LKA,4.764402860589354e-05,Mangroves,Market value
LKA,1.9351555358310457e-05,Mangroves,Non-market use value
LKA,0.001763621474500173,Mangroves,Nonuse value
LKA,0.005218909255750341,Ports,Market value
LKA,0.18091164275213423,Total,Total
LSO,4.134467610129084e-12,Corals,Market value
LSO,4.134467610129084e-12,Corals,Non-market use value
LSO,4.134467610129084e-12,Corals,Nonuse value
LSO,4.134467610129084e-12,Fisheries,Market value
LSO,4.134467610129084e-12,Fisheries,Non-market use value
LSO,4.134467610129084e-12,Mangroves,Market value
LSO,4.134467610129084e-12,Mangroves,Non-market use value
LSO,4.134467610129084e-12,Mangroves,Nonuse value
LSO,4.134467610129084e-12,Ports,Market value
LSO,-0.0,Total,Total
LTU,8.691124505431763e-11,Corals,Market value
LTU,2.1414687169696632e-10,Corals,Non-market use value
LTU,2.1414687169696632e-10,Corals,Nonuse value
LTU,2.0604715084984437e-06,Fisheries,Market value
LTU,0.014937554931041758,Fisheries,Non-market use value
LTU,8.691124505431763e-11,Mangroves,Market value
LTU,2.1414687169696632e-10,Mangroves,Non-market use value
LTU,2.1414687169696632e-10,Mangroves,Nonuse value
LTU,0.0009281155239737997,Ports,Market value
LTU,0.015867730663280743,Total,Total
LUX,-2.720167148270308e-10,Corals,Market value
LUX,-2.720167148270308e-10,Corals,Non-market use value
LUX,-2.720167148270308e-10,Corals,Nonuse value
LUX,-2.720167148270308e-10,Fisheries,Market value
LUX,-2.720167148270308e-10,Fisheries,Non-market use value
LUX,-2.720167148270308e-10,Mangroves,Market value
LUX,-2.720167148270308e-10,Mangroves,Non-market use value
LUX,-2.720167148270308e-10,Mangroves,Nonuse value
LUX,-2.720167148270308e-10,Ports,Market value
LUX,-0.0,Total,Total
LVA,1.027669010035406e-10,Corals,Market value
LVA,8.459771792361575e-11,Corals,Non-market use value
LVA,8.459771792361575e-11,Corals,Nonuse value
LVA,2.918859928920989e-06,Fisheries,Market value
LVA,0.0071294095590482935,Fisheries,Non-market use value
LVA,1.027669010035406e-10,Mangroves,Market value
LVA,8.459771792361575e-11,Mangroves,Non-market use value
LVA,8.459771792361575e-11,Mangroves,Nonuse value
LVA,0.00012884213974254915,Ports,Market value
LVA,0.0072611702918751264,Total,Total
MAR,6.390112756123704e-11,Corals,Market value
MAR,-3.032207739590224e-10,Corals,Non-market use value
MAR,-3.032207739590224e-10,Corals,Nonuse value
MAR,0.00013643580517789557,Fisheries,Market value
MAR,0.15377477051716412,Fisheries,Non-market use value
MAR,6.390112756123704e-11,Mangroves,Market value
MAR,-3.032207739590224e-10,Mangroves,Non-market use value
MAR,-3.032207739590224e-10,Mangroves,Nonuse value
MAR,0.006258320854967207,Ports,Market value
MAR,0.16016952851446536,Total,Total
MDA,-1.822498856599231e-11,Corals,Market value
MDA,-1.822498856599231e-11,Corals,Non-market use value
MDA,-1.822498856599231e-11,Corals,Nonuse value
MDA,-1.822498856599231e-11,Fisheries,Market value
MDA,-1.822498856599231e-11,Fisheries,Non-market use value
MDA,-1.822498856599231e-11,Mangroves,Market value
MDA,-1.822498856599231e-11,Mangroves,Non-market use value
MDA,-1.822498856599231e-11,Mangroves,Nonuse value
MDA,-1.822498856599231e-11,Ports,Market value
MDA,-0.0,Total,Total
MDG,0.0007394755039065385,Corals,Market value
MDG,0.00020869994199371625,Corals,Non-market use value
MDG,0.007607733174689723,Corals,Nonuse value
MDG,1.709157101119575e-05,Fisheries,Market value
MDG,0.03697590550064422,Fisheries,Non-market use value
MDG,0.0002058105361473066,Mangroves,Market value
MDG,0.00020336855991984432,Mangroves,Non-market use value
MDG,0.0012056978267271866,Mangroves,Nonuse value
MDG,0.001672804967118934,Ports,Market value
MDG,0.04883658692752546,Total,Total
MDV,0.0022769993941414855,Corals,Market value
MDV,0.0023673932301151238,Corals,Non-market use value
MDV,0.005549250706202407,Corals,Nonuse value
MDV,0.00032310070041083994,Fisheries,Market value
MDV,0.003014714509792852,Fisheries,Non-market use value
MDV,3.224413942082622e-11,Mangroves,Market value
MDV,1.4280288214989592e-11,Mangroves,Non-market use value
MDV,1.4280288214989592e-11,Mangroves,Nonuse value
MDV,0.0003053001812157424,Ports,Market value
MDV,0.013836759044380123,Total,Total
MEX,0.000205055609700148,Corals,Market value
MEX,0.0077030622028311565,Corals,Non-market use value
MEX,0.02182678974280638,Corals,Nonuse value
MEX,0.0024654125464724764,Fisheries,Market value
MEX,0.3458508627432166,Fisheries,Non-market use value
MEX,0.007714396805215504,Mangroves,Market value
MEX,0.006393144504032566,Mangroves,Non-market use value
MEX,0.08001783623148494,Mangroves,Nonuse value
MEX,0.050008907143188036,Ports,Market value
MEX,0.5221854823048461,Total,Total
MKD,1.0664190506924615e-12,Corals,Market value
MKD,1.0664190506924615e-12,Corals,Non-market use value
MKD,1.0664190506924615e-12,Corals,Nonuse value
MKD,1.0664190506924615e-12,Fisheries,Market value
MKD,1.0664190506924615e-12,Fisheries,Non-market use value
MKD,1.0664190506924615e-12,Mangroves,Market value
MKD,1.0664190506924615e-12,Mangroves,Non-market use value
MKD,1.0664190506924615e-12,Mangroves,Nonuse value
MKD,1.0664190506924615e-12,Ports,Market value
MKD,-0.0,Total,Total
MLI,9.957930600742871e-11,Corals,Market value
MLI,9.957930600742871e-11,Corals,Non-market use value
MLI,9.957930600742871e-11,Corals,Nonuse value
MLI,9.957930600742871e-11,Fisheries,Market value
MLI,9.957930600742871e-11,Fisheries,Non-market use value
MLI,9.957930600742871e-11,Mangroves,Market value
MLI,9.957930600742871e-11,Mangroves,Non-market use value
MLI,9.957930600742871e-11,Mangroves,Nonuse value
MLI,9.957930600742871e-11,Ports,Market value
MLI,-0.0,Total,Total
MLT,1.668669961522219e-11,Corals,Market value
MLT,6.662397819995783e-12,Corals,Non-market use value
MLT,6.662397819995783e-12,Corals,Nonuse value
MLT,0.0001515141801857757,Fisheries,Market value
MLT,0.002926004535755959,Fisheries,Non-market use value
MLT,1.668669961522219e-11,Mangroves,Market value
MLT,6.662397819995783e-12,Mangroves,Non-market use value
MLT,6.662397819995783e-12,Mangroves,Nonuse value
MLT,0.0015237165910152737,Ports,Market value
MLT,0.004601235143790217,Total,Total
MMR,8.034400273305994e-10,Corals,Market value
MMR,0.0063373824769597815,Corals,Non-market use value
MMR,0.026209352542868446,Corals,Nonuse value
MMR,0.0003490279072331922,Fisheries,Market value
MMR,6.777902997968019e-10,Fisheries,Non-market use value
MMR,4.851138153732701e-06,Mangroves,Market value
MMR,0.006642281535538623,Mangroves,Non-market use value
MMR,0.0032734654628070272,Mangroves,Nonuse value
MMR,0.008198089435059173,Ports,Market value
MMR,0.0510144454182741,Total,Total
MNE,8.915503916441245e-12,Corals,Market value
MNE,8.79412567790981e-12,Corals,Non-market use value
MNE,8.79412567790981e-12,Corals,Nonuse value
MNE,1.968606458233084e-05,Fisheries,Market value
MNE,8.79412567790981e-12,Fisheries,Non-market use value
MNE,8.915503916441245e-12,Mangroves,Market value
MNE,8.79412567790981e-12,Mangroves,Non-market use value
MNE,8.79412567790981e-12,Mangroves,Nonuse value
MNE,8.399426240644794e-05,Ports,Market value
MNE,0.00010368032775563718,Total,Total
MNG,1.2627956510550058e-10,Corals,Market value
MNG,1.2627956510550058e-10,Corals,Non-market use value
MNG,1.2627956510550058e-10,Corals,Nonuse value
MNG,1.2627956510550058e-10,Fisheries,Market value
MNG,1.2627956510550058e-10,Fisheries,Non-market use value
MNG,1.2627956510550058e-10,Mangroves,Market value
MNG,1.2627956510550058e-10,Mangroves,Non-market use value
MNG,1.2627956510550058e-10,Mangroves,Nonuse value
MNG,1.2627956510550058e-10,Ports,Market value
MNG,-0.0,Total,Total
MOZ,0.0003396737855609119,Corals,Market value
MOZ,5.6007795027277065e-05,Corals,Non-market use value
MOZ,0.004417558821037739,Corals,Nonuse value
MOZ,2.758649906499132e-06,Fisheries,Market value
MOZ,0.03890035829084521,Fisheries,Non-market use value
MOZ,0.00021831371930309374,Mangroves,Market value
MOZ,7.468577478034145e-05,Mangroves,Non-market use value
MOZ,0.001565132796235089,Mangroves,Nonuse value
MOZ,0.0015992212458597734,Ports,Market value
MOZ,0.047173709424158335,Total,Total
MRT,6.727930953098269e-11,Corals,Market value
MRT,8.409172676453404e-11,Corals,Non-market use value
MRT,8.409172676453404e-11,Corals,Nonuse value
MRT,0.00012591066120419786,Fisheries,Market value
MRT,0.013949771241827214,Fisheries,Non-market use value
MRT,1.5638503061806594e-09,Mangroves,Market value
MRT,4.296376180525128e-08,Mangroves,Non-market use value
MRT,0.00012655421694058553,Mangroves,Nonuse value
MRT,0.0011651958154351451,Ports,Market value
MRT,0.01536747614955662,Total,Total
MUS,0.0016839012395345552,Corals,Market value
MUS,0.009661228601478947,Corals,Non-market use value
MUS,0.01549787629298566,Corals,Nonuse value
MUS,-2.4070475864882575e-05,Fisheries,Market value
MUS,0.005402048831531791,Fisheries,Non-market use value
MUS,1.0433521523998105e-06,Mangroves,Market value
MUS,1.916725979102282e-06,Mangroves,Non-market use value
MUS,7.726821646597565e-06,Mangroves,Nonuse value
MUS,0.00826974131887384,Ports,Market value
MUS,0.04050141413278084,Total,Total
MYS,0.0009477134508182462,Corals,Market value
MYS,0.00825362012520479,Corals,Non-market use value
MYS,0.08243908431347768,Corals,Nonuse value
MYS,0.0009179245482069228,Fisheries,Market value
MYS,0.21317001840991082,Fisheries,Non-market use value
MYS,0.0022937963227880878,Mangroves,Market value
MYS,0.000878950833493257,Mangroves,Non-market use value
MYS,0.01584922025494515,Mangroves,Nonuse value
MYS,0.05362566476989642,Ports,Market value
MYS,0.37837601961780887,Total,Total
NAM,3.410531413197668e-11,Corals,Market value
NAM,7.764236173920567e-11,Corals,Non-market use value
NAM,7.764236173920567e-11,Corals,Nonuse value
NAM,0.0001990630961750433,Fisheries,Market value
NAM,0.017612369769954575,Fisheries,Non-market use value
NAM,3.410531413197668e-11,Mangroves,Market value
NAM,7.764236173920567e-11,Mangroves,Non-market use value
NAM,7.764236173920567e-11,Mangroves,Nonuse value
NAM,3.410531413197668e-11,Ports,Market value
NAM,0.01781143288806194,Total,Total
NER,3.938144538266388e-11,Corals,Market value
NER,3.938144538266388e-11,Corals,Non-market use value
NER,3.938144538266388e-11,Corals,Nonuse value
NER,3.938144538266388e-11,Fisheries,Market value
NER,3.938144538266388e-11,Fisheries,Non-market use value
NER,3.938144538266388e-11,Mangroves,Market value
NER,3.938144538266388e-11,Mangroves,Non-market use value
NER,3.938144538266388e-11,Mangroves,Nonuse value
NER,3.938144538266388e-11,Ports,Market value
NER,-0.0,Total,Total
NGA,-9.63806529018095e-10,Corals,Market value
NGA,-9.720971093766852e-10,Corals,Non-market use value
NGA,-9.720971093766852e-10,Corals,Nonuse value
NGA,6.465961758182976e-05,Fisheries,Market value
NGA,1.582613623177279,Fisheries,Non-market use value
NGA,0.014239972891483918,Mangroves,Market value
NGA,0.0008941600317047202,Mangroves,Non-market use value
NGA,0.018201260774166034,Mangroves,Nonuse value
NGA,0.020548200044836498,Ports,Market value
NGA,1.6365618895573373,Total,Total
NIC,0.0001607490733499787,Corals,Market value
NIC,0.00044719720871006505,Corals,Non-market use value
NIC,0.004430321851987507,Corals,Nonuse value
NIC,0.00014196750754666198,Fisheries,Market value
NIC,0.011910878210111466,Fisheries,Non-market use value
NIC,2.3106880680895233e-05,Mangroves,Market value
NIC,0.00012698070472854034,Mangroves,Non-market use value
NIC,0.0004253980835785269,Mangroves,Nonuse value
NIC,0.0009221787634239516,Ports,Market value
NIC,0.018588778346081202,Total,Total
NLD,0.00010040579609063609,Corals,Market value
NLD,0.03098407771822518,Corals,Non-market use value
NLD,0.2449703247222112,Corals,Nonuse value
NLD,2.7435016159875698e-05,Fisheries,Market value
NLD,0.12417078511261637,Fisheries,Non-market use value
NLD,2.005405699009903e-09,Mangroves,Market value
NLD,2.1709659517120665e-09,Mangroves,Non-market use value
NLD,2.1709659517120665e-09,Mangroves,Nonuse value
NLD,0.011249141428279291,Ports,Market value
NLD,0.4115021670365825,Total,Total
NOR,-8.915492375001139e-10,Corals,Market value
NOR,-7.047955226311976e-10,Corals,Non-market use value
NOR,-7.047955226311976e-10,Corals,Nonuse value
NOR,-0.0002859483939765736,Fisheries,Market value
NOR,0.04940470270052269,Fisheries,Non-market use value
NOR,-8.915492375001139e-10,Mangroves,Market value
NOR,-7.047955226311976e-10,Mangroves,Non-market use value
NOR,-7.047955226311976e-10,Mangroves,Nonuse value
NOR,0.004488879649702406,Ports,Market value
NOR,0.05360763484737938,Total,Total
NPL,1.4542859890735407e-10,Corals,Market value
NPL,1.4542859890735407e-10,Corals,Non-market use value
NPL,1.4542859890735407e-10,Corals,Nonuse value
NPL,1.4542859890735407e-10,Fisheries,Market value
NPL,1.4542859890735407e-10,Fisheries,Non-market use value
NPL,1.4542859890735407e-10,Mangroves,Market value
NPL,1.4542859890735407e-10,Mangroves,Non-market use value
NPL,1.4542859890735407e-10,Mangroves,Nonuse value
NPL,1.4542859890735407e-10,Ports,Market value
NPL,-0.0,Total,Total
NZL,0.0001400571732585314,Corals,Market value
NZL,0.019579899097745823,Corals,Non-market use value
NZL,0.05183182904150396,Corals,Nonuse value
NZL,0.0004004221102405759,Fisheries,Market value
NZL,0.0263043030769772,Fisheries,Non-market use value
NZL,5.68576146719315e-06,Mangroves,Market value
NZL,-0.00013473669781601368,Mangroves,Non-market use value
NZL,0.00090602132211012,Mangroves,Nonuse value
NZL,0.013180031191670593,Ports,Market value
NZL,0.1122135133010586,Total,Total
OMN,0.0005026297655474318,Corals,Market value
OMN,0.028888954464371692,Corals,Non-market use value
OMN,0.08348891974262754,Corals,Nonuse value
OMN,0.00046863116880697405,Fisheries,Market value
OMN,0.029578970854564096,Fisheries,Non-market use value
OMN,5.541953242489149e-06,Mangroves,Market value
