climate_model,data_id,model,quantile,reference_period_end_year,reference_period_start_year,region,scenario,stage,todo,unit,variable,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,ppb,Atmospheric Concentrations|CH4,1755.23,1757.19,1761.5,1770.29,1778.2,1778.01,1776.53,1778.96,1783.59,1784.23,1783.36,1783.42,1788.95,1798.42,1802.1,1807.85,1813.07,1815.26,1822.58,1831.47,1841.94,1857.25071,1871.56134,1884.938475,1897.388495,1909.00084,1919.79099,1930.124225,1939.9542,1949.156585,1958.21401,1966.725125,1975.135685,1983.193835,1991.067245,1998.789485,2006.226675,2012.77772,2018.261375,2022.950955,2026.73556,2029.770635,2031.926885,2033.384595,2034.29687,2034.758375,2034.72793,2033.752315,2032.09396,2029.63652,2026.4454,2022.476675,2018.0411,2012.965755,2007.04946,2000.88737,1994.239705,1987.15028,1979.416575,1971.342095,1962.78937,1953.74631,1944.578415,1934.712785,1924.54275,1914.26024,1903.81792,1893.605325,1883.808015,1874.20309,1864.796825,1855.632025,1846.70889,1838.202455,1829.555455,1821.28856,1813.046065,1804.973705,1796.943215,1789.01064,1780.935815,1772.992015,1764.939855,1757.20678,1749.122585,1740.93143,1732.94002,1725.844605,1718.642315,1711.86123,1705.45526,1699.26691,1693.673765,1688.3878,1683.36281,1678.608615,1673.883755,1669.40226,1665.023375,1660.808125,1657.003355,1653.270635,1649.85471,1646.68442,1643.408015,1640.23092
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,ppm,Atmospheric Concentrations|CO2,360.239,362.005,363.252,365.933,367.845,369.125,370.673,372.835,375.411,376.987,378.907,381.01,382.603,384.739,386.28,388.717,390.944,393.016,395.725,397.547,399.949,402.72108,405.463395,408.20793,410.970795,413.722485,416.48577,419.287265,422.110625,424.943195,427.764095,430.61084,433.486695,436.36511,439.30343,442.25953,445.23983,448.2091,451.197455,454.18959,457.187995,460.191955,463.199775,466.21757,469.234365,472.2526,475.27672,478.28956,481.28127,484.239935,487.197545,490.198605,493.19753,496.1474,499.10065,502.018005,504.93481,507.85009,510.65658,513.60793,516.430355,519.22699,522.108235,524.922375,527.6051,530.25904,532.881295,535.45019,537.98111,540.480535,542.878695,545.27018,547.559795,549.80103,552.00198,554.17477,556.39548,558.550725,560.627215,562.517115,564.31029,566.040675,567.66141,569.1963,570.652895,572.03479,573.353405,574.565385,575.65699,576.68865,577.604545,578.48301,579.26243,579.91831,580.446755,580.91709,581.27492,581.469575,581.665025,581.886915,582.06803,582.20646,582.232335,582.22561,582.180235,582.08136
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,ppb,Atmospheric Concentrations|N2O,311.279,312.298,313.183,313.907,314.709,315.759,316.493,317.101,317.73,318.357,319.13,319.933,320.646,321.575,322.275,323.141,324.159,325.005,325.919,326.988,328.18,328.939375,329.701265,330.46681,331.23752,332.01334,332.79411,333.580495,334.372315,335.169645,335.9724,336.780635,337.594185,338.413225,339.237635,340.06711,340.90184,341.735595,342.568245,343.39992,344.230185,345.05911,345.8868,346.71365,347.53902,348.36351,349.18691,350.003415,350.81239,351.61408,352.409045,353.19713,353.97799,354.752475,355.519915,356.280495,357.034295,357.777095,358.508625,359.22923,359.93944,360.63864,361.326955,362.005225,362.6724,363.32959,363.97692,364.60975,365.2291,365.83376,366.424255,367.001565,367.56509,368.11469,368.65106,369.17373,369.68251,370.17132,370.64033,371.08896,371.51895,371.929005,372.3193,372.6904,373.04247,373.376345,373.6917,373.992405,374.28013,374.554215,374.814735,375.06073,375.29453,375.51435,375.72089,375.91521,376.096555,376.265,376.421785,376.56626,376.69881,376.819,376.927555,377.02472,377.110865,377.18582
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,GtC / yr,CO2I_INVERSE_EMMS,6.25888,5.100775,7.22029,6.67779,5.506075,5.914645,7.449335,8.386835,6.658555,7.114565,7.59727,6.567165,7.790875,6.95034,8.672525,8.277905,7.99966,9.29137,7.64808,8.58261,9.60844,9.742925,9.87106,9.97413,10.07383,10.1692,10.26089,10.35094,10.43563,10.51924,10.60242,10.691855,10.78097,10.87241,10.960125,11.04991,11.095975,11.14051,11.185155,11.229015,11.263995,11.30462,11.339735,11.38233,11.42074,11.461685,11.489815,11.518795,11.546065,11.57184,11.599305,11.621345,11.644435,11.66382,11.681415,11.70292,11.677115,11.648585,11.617365,11.58803,11.55834,11.525945,11.488345,11.454175,11.42145,11.38279,11.26794,11.15497,11.041345,10.92623,10.811605,10.69841,10.58143,10.462015,10.340075,10.22084,10.02806,9.837595,9.643685,9.44764,9.253325,9.057805,8.86315,8.66893,8.472825,8.275165,8.013135,7.7524,7.489575,7.230425,6.967405,6.708285,6.45063,6.190475,5.931085,5.671325,5.497275,5.32719,5.15124,4.97974,4.813735,4.64662,4.48154,4.314625,4.149415,3.984055
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,GtC,CO2_ATMOS_POOL,764.7874,768.53662,771.184,776.87576,780.93494,783.65238,786.93878,791.5287,796.99755,800.3434,804.41956,808.88423,812.26617,816.8009,820.07244,825.24619,829.97411,834.37297,840.12418,843.99228,849.09173,854.97685,860.79879,866.62544,872.49099,878.33284,884.19929,890.146865,896.14086,902.154395,908.14317,914.186825,920.29226,926.40312,932.64119,938.916985,945.24416,951.547915,957.8922,964.244505,970.61011,976.98752,983.37312,989.7799,996.184555,1002.592265,1009.01248,1015.408735,1021.760145,1028.041385,1034.32039,1040.691635,1047.058355,1053.32093,1059.590675,1065.784225,1071.9766,1078.16575,1084.12391,1090.389635,1096.381645,1102.3189,1108.43578,1114.410205,1120.105635,1125.73994,1131.30698,1136.760755,1142.13389,1147.440175,1152.53147,1157.608595,1162.46945,1167.227595,1171.900195,1176.51303,1181.227605,1185.80319,1190.211575,1194.22384,1198.030745,1201.704355,1205.14518,1208.403745,1211.4961,1214.429855,1217.22928,1219.802305,1222.11979,1224.310005,1226.25445,1228.11943,1229.774145,1231.166575,1232.28847,1233.28698,1234.04665,1234.4599,1234.874845,1235.34592,1235.730435,1236.024325,1236.079245,1236.064965,1235.96864,1235.758725
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,W/m^2,Effective Radiative Forcing,1.695775,1.7933,1.6814,1.838495,2.01826,2.062625,2.0812,2.057505,2.0765,2.070095,2.04684,2.099255,2.12212,2.242005,2.28053,2.28266,2.42251,2.462735,2.54516,2.53574,2.56031,2.581405,2.627295,2.675285,2.727905,2.77502,2.835105,2.891405,2.94064,2.98733,3.01259,3.035585,3.061915,3.097475,3.130435,3.170635,3.212975,3.263405,3.32518,3.39901,3.451205,3.510345,3.54499,3.58745,3.61313,3.63895,3.664715,3.69899,3.737965,3.78813,3.85526,3.914185,3.970035,4.007355,4.02999,4.03793,4.058365,4.08057,4.1047,4.14111,4.18497,4.236015,4.264715,4.29877,4.32888,4.33616,4.345665,4.3599,4.379675,4.40567,4.441495,4.48946,4.53394,4.568155,4.588405,4.59986,4.60534,4.616255,4.62607,4.635015,4.65386,4.664935,4.68734,4.71741,4.747795,4.770235,4.783035,4.79625,4.797875,4.806805,4.800865,4.800225,4.80673,4.812285,4.83259,4.85426,4.87399,4.89892,4.891455,4.876205,4.863585,4.845815,4.841685,4.832035,4.83905,4.85116
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,W/m^2,Effective Radiative Forcing|Aerosols,-1.224715,-1.15447,-1.28644,-1.30052,-1.153755,-1.10778,-1.105985,-1.18876,-1.201545,-1.205235,-1.233465,-1.234465,-1.24254,-1.181095,-1.152685,-1.209625,-1.16276,-1.20206,-1.153315,-1.196415,-1.181595,-1.15967,-1.13877,-1.11664,-1.09188,-1.080055,-1.07916,-1.077415,-1.076535,-1.076065,-1.07556,-1.073315,-1.072035,-1.070265,-1.068005,-1.061445,-1.05002,-1.038175,-1.026275,-1.01579,-1.00435,-0.99279,-0.981185,-0.970285,-0.96025,-0.949585,-0.937025,-0.92318,-0.909045,-0.895585,-0.883165,-0.870025,-0.85726,-0.84358,-0.83097,-0.819845,-0.80931,-0.7987,-0.78802,-0.7773,-0.76616,-0.754895,-0.74395,-0.73278,-0.72141,-0.710705,-0.702895,-0.69545,-0.687335,-0.680235,-0.67144,-0.66356,-0.65502,-0.64505,-0.633955,-0.62454,-0.615405,-0.607515,-0.598995,-0.59163,-0.583425,-0.57642,-0.56799,-0.559735,-0.551085,-0.54204,-0.53142,-0.522895,-0.5116,-0.50219,-0.494205,-0.483605,-0.473745,-0.46307,-0.452765,-0.445705,-0.440955,-0.43578,-0.42976,-0.42589,-0.421895,-0.41692,-0.41298,-0.40775,-0.402245,-0.396975
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,W/m^2,Effective Radiative Forcing|Aerosols|Direct Effect,-0.358245,-0.356085,-0.363605,-0.365585,-0.35116,-0.35345,-0.35027,-0.342605,-0.34612,-0.350225,-0.355075,-0.34911,-0.343285,-0.332585,-0.31818,-0.31043,-0.308885,-0.307955,-0.307525,-0.311,-0.30999,-0.30541,-0.303605,-0.29812,-0.29131,-0.289315,-0.29109,-0.29436,-0.297385,-0.298145,-0.298875,-0.299805,-0.30018,-0.30125,-0.3035,-0.30318,-0.29963,-0.2969,-0.295235,-0.293715,-0.29181,-0.289455,-0.28685,-0.2833,-0.28037,-0.27776,-0.27502,-0.272585,-0.2706,-0.26861,-0.26635,-0.262855,-0.25916,-0.25672,-0.253825,-0.25067,-0.24798,-0.24554,-0.24311,-0.240685,-0.23812,-0.23567,-0.234635,-0.2326,-0.23012,-0.228425,-0.22743,-0.226455,-0.224965,-0.223905,-0.222655,-0.220795,-0.220285,-0.21992,-0.219005,-0.217005,-0.216135,-0.21578,-0.21455,-0.21314,-0.211295,-0.209165,-0.208765,-0.207735,-0.20762,-0.206215,-0.204895,-0.20344,-0.20105,-0.19971,-0.198145,-0.197255,-0.19664,-0.194995,-0.193455,-0.191905,-0.19104,-0.19006,-0.18995,-0.189685,-0.18912,-0.18813,-0.18699,-0.18621,-0.185865,-0.18509
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,W/m^2,Effective Radiative Forcing|Aerosols|Indirect Effect,-0.81891,-0.750105,-0.88036,-0.89849,-0.76451,-0.71253,-0.714275,-0.7991,-0.810795,-0.810095,-0.83401,-0.83666,-0.852425,-0.79309,-0.77272,-0.84576,-0.79044,-0.837545,-0.78694,-0.833885,-0.82325,-0.807625,-0.79129,-0.77476,-0.759015,-0.74955,-0.746605,-0.743375,-0.74013,-0.73687,-0.7336,-0.730645,-0.72781,-0.724965,-0.72211,-0.717115,-0.70971,-0.70224,-0.69471,-0.687135,-0.67951,-0.671795,-0.663715,-0.65558,-0.64739,-0.63871,-0.62955,-0.620325,-0.61101,-0.60168,-0.59277,-0.58379,-0.57472,-0.56505,-0.55508,-0.54636,-0.539175,-0.53193,-0.52526,-0.518765,-0.511665,-0.503885,-0.496365,-0.48918,-0.4814,-0.473495,-0.46584,-0.45798,-0.449185,-0.440315,-0.43178,-0.42577,-0.417465,-0.40896,-0.400535,-0.391305,-0.385345,-0.37905,-0.37185,-0.36522,-0.35855,-0.352195,-0.34612,-0.339805,-0.33319,-0.3242,-0.31492,-0.307115,-0.298205,-0.287885,-0.27894,-0.27116,-0.26403,-0.25674,-0.24779,-0.24151,-0.237855,-0.23387,-0.230225,-0.22654,-0.22098,-0.216875,-0.213275,-0.208485,-0.20432,-0.200795
MAGICC7,cc440c57-31f0-443d-af5f-1c246cc7e895,MESSAGE-GLOBIOM,0.5,,,World,SSP245,climate,not_relevant,W/m^2,Effective Radiative Forcing|CH4,0.486295,0.48699,0.48857,0.49182,0.49473,0.49462,0.494035,0.494915,0.496605,0.496815,0.496465,0.496455,0.49847,0.50196,0.503295,0.50539,0.507275,0.508045,0.510695,0.51389,0.517635,0.52288,0.52807,0.53274,0.537175,0.541295,0.545195,0.54876,0.55221,0.55555,0.558905,0.56214,0.565155,0.568055,0.57087,0.57373,0.576505,0.578715,0.580655,0.582305,0.58369,0.58472,0.585625,0.58629,0.586765,0.58668,0.586695,0.586505,0.58605,0.585335,0.584335,0.583155,0.58134,0.57947,0.577465,0.575295,0.573125,0.57057,0.56795,0.56505,0.56196,0.558585,0.5551,0.551575,0.54814,0.544415,0.54086,0.537465,0.53396,0.53033,0.52658,0.522965,0.519815,0.51666,0.51355,0.510505,0.507265,0.503975,0.500935,0.49799,0.49484,0.491785,0.48866,0.485365,0.48243,0.479225,0.475955,0.47303,0.470385,0.46784,0.46564,0.46357,0.461615,0.459755,0.45756,0.454995,0.45257,0.45094,0.449325,0.447765,0.44629,0.44469,0.44299,0.44141,0.440025,0.43863
