"","countrycode","year","unit_benefit","use_market_perkm2","use_nonmarket_perkm2","nonuse_perkm2"
"4321","MRT",2026,"Int2020$_perkm2_peryear",368738.745528819,317040.116231994,39695.8345028631
"4322","MRT",2027,"Int2020$_perkm2_peryear",370123.400843072,317112.255906929,39428.8137750867
"4323","MRT",2028,"Int2020$_perkm2_peryear",371513.25569321,317184.411996609,39163.5892072845
"4324","MRT",2029,"Int2020$_perkm2_peryear",372908.329604071,317256.584504769,38900.1487172826
"4325","MRT",2030,"Int2020$_perkm2_peryear",374308.642173814,317328.773435144,38638.4803041812
"4326","MRT",2031,"Int2020$_perkm2_peryear",375193.457606386,317056.350565972,38203.29693373
"4327","MRT",2032,"Int2020$_perkm2_peryear",376080.36462398,316784.161568498,37773.0150129324
"4328","MRT",2033,"Int2020$_perkm2_peryear",376969.368170822,316512.206241949,37347.5793369941
"4329","MRT",2034,"Int2020$_perkm2_peryear",377860.473202827,316240.484385721,36926.935322889
"4330","MRT",2035,"Int2020$_perkm2_peryear",378753.684687625,315968.995799381,36511.0290023571
"4331","MRT",2036,"Int2020$_perkm2_peryear",383690.377725289,317664.844929592,36838.1734906982
"4332","MRT",2037,"Int2020$_perkm2_peryear",388691.415848251,319369.795915715,37168.249244445
"4333","MRT",2038,"Int2020$_perkm2_peryear",393757.637733327,321083.897608665,37501.282528191
"4334","MRT",2039,"Int2020$_perkm2_peryear",398889.892988687,322807.199121546,37837.2998418641
"4335","MRT",2040,"Int2020$_perkm2_peryear",404089.042296333,324539.749831059,38176.327922836
"4336","MRT",2041,"Int2020$_perkm2_peryear",410858.602167659,327914.151957375,39575.2170185538
"4337","MRT",2042,"Int2020$_perkm2_peryear",417741.57006557,331323.639430605,41025.3653843115
"4338","MRT",2043,"Int2020$_perkm2_peryear",424739.84587436,334768.577050651,42528.6513053658
"4339","MRT",2044,"Int2020$_perkm2_peryear",431855.361306415,338249.333410422,44087.021892681
"4340","MRT",2045,"Int2020$_perkm2_peryear",439090.080435405,341766.280935276,45702.4956048988
"4341","MRT",2046,"Int2020$_perkm2_peryear",448638.036848556,346473.625649969,47979.3648275449
"4342","MRT",2047,"Int2020$_perkm2_peryear",458393.61232606,351245.807346829,50369.6662247012
"4343","MRT",2048,"Int2020$_perkm2_peryear",468361.321517339,356083.719063126,52879.0509150567
"4344","MRT",2049,"Int2020$_perkm2_peryear",478545.777242277,360988.266136443,55513.4515524332
"4345","MRT",2050,"Int2020$_perkm2_peryear",488951.692625917,365960.366374106,58279.0963516863
"4346","MRT",2051,"Int2020$_perkm2_peryear",500235.647142973,371032.224951988,61041.2710094944
"4347","MRT",2052,"Int2020$_perkm2_peryear",511780.011085875,376174.374609991,63934.3606834557
"4348","MRT",2053,"Int2020$_perkm2_peryear",523590.794144662,381387.789514856,66964.5701736191
"4349","MRT",2054,"Int2020$_perkm2_peryear",535674.144700107,386673.45733434,70138.3983604598
"4350","MRT",2055,"Int2020$_perkm2_peryear",548036.353024404,392032.379424323,73462.6521430072
"4351","MRT",2056,"Int2020$_perkm2_peryear",562410.18612719,397843.586224342,76933.5100561052
"4352","MRT",2057,"Int2020$_perkm2_peryear",577161.014436451,403740.934185767,80568.3540805328
"4353","MRT",2058,"Int2020$_perkm2_peryear",592298.725738195,409725.70020339,84374.9319966323
"4354","MRT",2059,"Int2020$_perkm2_peryear",607833.467154105,415799.180099772,88361.3576407477
"4355","MRT",2060,"Int2020$_perkm2_peryear",623775.651943389,421962.688905822,92536.1282001124
"4356","MRT",2061,"Int2020$_perkm2_peryear",639650.686282112,428120.315300405,96916.5967390877
"4357","MRT",2062,"Int2020$_perkm2_peryear",655929.738819472,434367.798840684,101504.427580702
