"","countrycode","year","unit_benefit","use_market_perkm2","use_nonmarket_perkm2","nonuse_perkm2"
"1166","CMR",2051,"Int2020$_perkm2_peryear",7141407.8428276,235665.320938673,116560.015628447
"1167","CMR",2052,"Int2020$_perkm2_peryear",7302935.15027692,238997.082678239,122437.253669556
"1168","CMR",2053,"Int2020$_perkm2_peryear",7468116.13348583,242375.954922364,128610.856563954
"1169","CMR",2054,"Int2020$_perkm2_peryear",7637033.44163769,245802.603921604,135095.770005531
"1170","CMR",2055,"Int2020$_perkm2_peryear",7809771.59362706,249277.705350735,141907.693475747
"1171","CMR",2056,"Int2020$_perkm2_peryear",7984088.87524733,252812.118444742,149201.988806271
"1172","CMR",2057,"Int2020$_perkm2_peryear",8162297.22944968,256396.653119945,156871.251222019
"1173","CMR",2058,"Int2020$_perkm2_peryear",8344483.51796032,260032.020292149,164934.757849733
"1174","CMR",2059,"Int2020$_perkm2_peryear",8530736.54170152,263718.940962994,173412.77696583
"1175","CMR",2060,"Int2020$_perkm2_peryear",8721147.08408822,267458.146363086,182326.618964006
"1176","CMR",2061,"Int2020$_perkm2_peryear",8903992.50303119,271044.062012126,191235.484580764
"1177","CMR",2062,"Int2020$_perkm2_peryear",9090671.72743477,274678.065897826,200579.698709559
"1178","CMR",2063,"Int2020$_perkm2_peryear",9281265.1500376,278360.803065271,210380.538044658
"1179","CMR",2064,"Int2020$_perkm2_peryear",9475854.84955015,282092.927214692,220660.319287107
"1180","CMR",2065,"Int2020$_perkm2_peryear",9674524.62601701,285875.10081766,231442.449989787
"1181","CMR",2066,"Int2020$_perkm2_peryear",9863117.68991528,289460.371658244,242067.834370165
"1182","CMR",2067,"Int2020$_perkm2_peryear",10055387.4981038,293090.618150855,253181.080891741
"1183","CMR",2068,"Int2020$_perkm2_peryear",10251405.7390631,296766.404667004,264804.5929246
"1184","CMR",2069,"Int2020$_perkm2_peryear",10451245.4992221,300488.30266274,276961.802825023
"1185","CMR",2070,"Int2020$_perkm2_peryear",10654981.2902228,304256.89076762,289677.219207734
"1186","CMR",2071,"Int2020$_perkm2_peryear",10848015.9684318,307865.701029902,302453.910289084
"1187","CMR",2072,"Int2020$_perkm2_peryear",11044548.1348014,311517.32530611,315794.198214803
"1188","CMR",2073,"Int2020$_perkm2_peryear",11244641.1648062,315212.271667735,329722.947253003
"1189","CMR",2074,"Int2020$_perkm2_peryear",11448359.5824361,318951.054217451,344266.118789383
"1190","CMR",2075,"Int2020$_perkm2_peryear",11655769.0810136,322734.193160746,359450.819746433
"1191","CMR",2076,"Int2020$_perkm2_peryear",11844997.2750963,326222.148702056,374096.343151386
"1192","CMR",2077,"Int2020$_perkm2_peryear",12037297.842292,329747.809478304,389338.653151866
"1193","CMR",2078,"Int2020$_perkm2_peryear",12232720.6724454,333311.583205327,405202.071422885
"1194","CMR",2079,"Int2020$_perkm2_peryear",12431316.4656316,336913.882009216,421711.911024544
"1195","CMR",2080,"Int2020$_perkm2_peryear",12633136.7453162,340555.122474033,438894.516820792
"1196","CMR",2081,"Int2020$_perkm2_peryear",12818573.9442316,343973.678054531,455886.943143362
"1197","CMR",2082,"Int2020$_perkm2_peryear",13006733.33507,347426.55640741,473537.314778653
"1198","CMR",2083,"Int2020$_perkm2_peryear",13197654.8830415,350914.102216827,491871.110086309
"1199","CMR",2084,"Int2020$_perkm2_peryear",13391379.1401594,354436.663629329,510914.794182838
"1200","CMR",2085,"Int2020$_perkm2_peryear",13587947.2538585,357994.592288653,530695.857164008
"1201","CMR",2086,"Int2020$_perkm2_peryear",13777790.6161962,361535.027548986,551531.441616344
"1202","CMR",2087,"Int2020$_perkm2_peryear",13970286.5302186,365110.481088219,573185.09831357
"1203","CMR",2088,"Int2020$_perkm2_peryear",14165472.0607977,368721.299323383,595688.949649839
"1204","CMR",2089,"Int2020$_perkm2_peryear",14363384.7907646,372367.83209903,619076.379438509
"1205","CMR",2090,"Int2020$_perkm2_peryear",14564062.8281472,376050.43272114,643382.082451671
"1206","CMR",2091,"Int2020$_perkm2_peryear",14735022.2271019,379247.783000363,665455.24274365
"1207","CMR",2092,"Int2020$_perkm2_peryear",14907988.4913774,382472.320688643,688285.71648379
"1208","CMR",2093,"Int2020$_perkm2_peryear",15082985.1801253,385724.276983175,711899.487575026
"1209","CMR",2094,"Int2020$_perkm2_peryear",15260036.1290755,389003.885047403,736323.431485024
"1210","CMR",2095,"Int2020$_perkm2_peryear",15439165.4537841,392311.380027748,761585.345839294
"1211","CMR",2096,"Int2020$_perkm2_peryear",15612548.1432789,395598.052102957,787915.80593224
"1212","CMR",2097,"Int2020$_perkm2_peryear",15787877.9542837,398912.259749542,815156.60691702
"1213","CMR",2098,"Int2020$_perkm2_peryear",15965176.7536408,402254.233666054,843339.223075042
"1214","CMR",2099,"Int2020$_perkm2_peryear",16144466.6537685,405624.206483946,872496.216901508
"1215","CMR",2100,"Int2020$_perkm2_peryear",16325770.0154183,409022.412783765,902661.276730697
"1216","COG",2026,"Int2020$_perkm2_peryear",1082966.4627395,131069.756487267,5730.99966237723
"1217","COG",2027,"Int2020$_perkm2_peryear",1127521.87473414,134394.467633156,6295.39272883185
"1218","COG",2028,"Int2020$_perkm2_peryear",1173914.82824097,137803.71964679,6915.81760441293
"1219","COG",2029,"Int2020$_perkm2_peryear",1222221.31119795,141299.66819081,7597.88089462184
"1220","COG",2030,"Int2020$_perkm2_peryear",1272520.46327378,144884.524065361,8347.75445296479
"1221","COG",2031,"Int2020$_perkm2_peryear",1333703.99649893,148997.329121694,9215.13322396937
"1222","COG",2032,"Int2020$_perkm2_peryear",1397831.08320101,153227.002782823,10173.095345476
"1223","COG",2033,"Int2020$_perkm2_peryear",1465043.43078803,157576.869649329,11231.1477935593
"1224","COG",2034,"Int2020$_perkm2_peryear",1535489.57339595,162050.349011634,12399.8001380531
"1225","COG",2035,"Int2020$_perkm2_peryear",1609325.20100446,166650.957550426,13690.6707641861
"1226","COG",2036,"Int2020$_perkm2_peryear",1672991.57681164,170644.911522983,14919.8427455585
"1227","COG",2037,"Int2020$_perkm2_peryear",1739180.54598396,174734.726954895,16259.8934164444
"1228","COG",2038,"Int2020$_perkm2_peryear",1807992.22723555,178922.70845256,17720.8708171205
"1229","COG",2039,"Int2020$_perkm2_peryear",1879530.72014109,183211.216127286,19313.7376195278
"1230","COG",2040,"Int2020$_perkm2_peryear",1953904.26373367,187602.666934733,21050.4547380197
"1231","COG",2041,"Int2020$_perkm2_peryear",2026919.70348566,191624.75419759,22608.7948072373
"1232","COG",2042,"Int2020$_perkm2_peryear",2102665.31354066,195733.133454565,24282.8122543752
"1233","COG",2043,"Int2020$_perkm2_peryear",2181243.24504975,199929.657459676,26081.1169702361
"1234","COG",2044,"Int2020$_perkm2_peryear",2262759.47380462,204216.218779128,28012.9613583946
"1235","COG",2045,"Int2020$_perkm2_peryear",2347323.94353806,208594.750647532,30088.2884044768
"1236","COG",2046,"Int2020$_perkm2_peryear",2428423.10549386,212641.906212728,32003.2864560576
"1237","COG",2047,"Int2020$_perkm2_peryear",2512324.7982343,216767.603001805,34040.2768396418
"1238","COG",2048,"Int2020$_perkm2_peryear",2599125.88926654,220973.365596893,36207.0378809479
"1239","COG",2049,"Int2020$_perkm2_peryear",2688926.59500123,225260.748181625,38511.8442973967
"1240","COG",2050,"Int2020$_perkm2_peryear",2781830.59655757,229631.335116025,40963.4989041862
"1241","COG",2051,"Int2020$_perkm2_peryear",2863340.26262343,233470.529172004,43189.4264286688
"1242","COG",2052,"Int2020$_perkm2_peryear",2947238.36119651,237373.912064092,45536.3114303275
"1243","COG",2053,"Int2020$_perkm2_peryear",3033594.88335893,241342.557014372,48010.7268865322
"1244","COG",2054,"Int2020$_perkm2_peryear",3122481.87134914,245377.555189392,50619.6029646286
"1245","COG",2055,"Int2020$_perkm2_peryear",3213973.47867687,249480.016000208,53370.2464327663
"1246","COG",2056,"Int2020$_perkm2_peryear",3302039.46597943,253370.653293243,56019.4361326742
"1247","COG",2057,"Int2020$_perkm2_peryear",3392518.68548595,257321.967769466,58800.1430533492
"1248","COG",2058,"Int2020$_perkm2_peryear",3485477.26963761,261334.905773668,61718.8971176128
"1249","COG",2059,"Int2020$_perkm2_peryear",3580983.16327577,265410.428410849,64782.5525053636
"1250","COG",2060,"Int2020$_perkm2_peryear",3679106.17331462,269549.511776436,67998.3037573293
"1251","COG",2061,"Int2020$_perkm2_peryear",3768445.24673337,273399.953756127,71208.046877503
"1252","COG",2062,"Int2020$_perkm2_peryear",3859953.73393299,277305.399264012,74569.3227207994
"1253","COG",2063,"Int2020$_perkm2_peryear",3953684.31484047,281266.634039163,78089.2862389008
"1254","COG",2064,"Int2020$_perkm2_peryear",4049690.94861611,285284.455045331,81775.4302703195
"1255","COG",2065,"Int2020$_perkm2_peryear",4148028.90471732,289359.670631299,85635.6014991962
"1256","COG",2066,"Int2020$_perkm2_peryear",4236703.98774714,293115.33746769,89321.5685001633
"1257","COG",2067,"Int2020$_perkm2_peryear",4327274.74630898,296919.758633395,93166.5072313682
"1258","COG",2068,"Int2020$_perkm2_peryear",4419781.70595697,300773.56714275,97177.2878131814
"1259","COG",2069,"Int2020$_perkm2_peryear",4514266.25860137,304677.404230341,101361.077865225
"1260","COG",2070,"Int2020$_perkm2_peryear",4610770.68102964,308631.91945778,105725.355415061
"1261","COG",2071,"Int2020$_perkm2_peryear",4695199.44854956,312169.409232627,109833.68653826
"1262","COG",2072,"Int2020$_perkm2_peryear",4781174.20889939,315747.454104292,114102.131215923
"1263","COG",2073,"Int2020$_perkm2_peryear",4868723.27108383,319366.519109907,118536.947974062
"1264","COG",2074,"Int2020$_perkm2_peryear",4957875.46247995,323027.074620175,123144.640693578
"1265","COG",2075,"Int2020$_perkm2_peryear",5048660.13832915,326729.596400552,127931.968257125
"1266","COG",2076,"Int2020$_perkm2_peryear",5131653.78110319,330225.183581828,132813.04579666
"1267","COG",2077,"Int2020$_perkm2_peryear",5216011.79101482,333758.172019838,137880.653909774
"1268","COG",2078,"Int2020$_perkm2_peryear",5301756.59839434,337328.961922614,143141.932373505
"1269","COG",2079,"Int2020$_perkm2_peryear",5388911.00234433,340937.957780896,148604.29469334
"1270","COG",2080,"Int2020$_perkm2_peryear",5477498.17680295,344585.568413959,154275.43861446
"1271","COG",2081,"Int2020$_perkm2_peryear",5554702.14534453,347879.998788345,159703.030251654
"1272","COG",2082,"Int2020$_perkm2_peryear",5632994.41624615,351205.928428434,165321.973881342
"1273","COG",2083,"Int2020$_perkm2_peryear",5712390.33261822,354563.658535245,171139.029972522
"1274","COG",2084,"Int2020$_perkm2_peryear",5792905.45390901,357953.493190157,177161.198346363
"1275","COG",2085,"Int2020$_perkm2_peryear",5874555.55895538,361375.739382465,183395.726668187
"1276","COG",2086,"Int2020$_perkm2_peryear",5948236.77950781,364558.350555023,189682.013338504
"1277","COG",2087,"Int2020$_perkm2_peryear",6022843.16805474,367768.992733754,196183.832062652
"1278","COG",2088,"Int2020$_perkm2_peryear",6098386.35519645,371007.912820882,202908.574509667
"1279","COG",2089,"Int2020$_perkm2_peryear",6174878.11793234,374275.359893549,209863.885911834
"1280","COG",2090,"Int2020$_perkm2_peryear",6252330.38150625,377571.585222979,217057.67376517
"1281","COG",2091,"Int2020$_perkm2_peryear",6324898.40004472,380729.225977173,224267.670366192
"1282","COG",2092,"Int2020$_perkm2_peryear",6398309.46225333,383913.275423752,231717.219737993
"1283","COG",2093,"Int2020$_perkm2_peryear",6472573.37168542,387123.954440602,239414.28299337
"1284","COG",2094,"Int2020$_perkm2_peryear",6547700.04601737,390361.485753079,247367.085883589
"1285","COG",2095,"Int2020$_perkm2_peryear",6623699.51837881,393626.093949478,255584.127597484
"1286","COG",2096,"Int2020$_perkm2_peryear",6689553.52482837,396542.686781668,263421.011209374
"1287","COG",2097,"Int2020$_perkm2_peryear",6756063.12037508,399480.894976814,271498.196393083
"1288","COG",2098,"Int2020$_perkm2_peryear",6823234.84075266,402440.878766388,279823.051554167
"1289","COG",2099,"Int2020$_perkm2_peryear",6891075.28695023,405422.799569926,288403.171038702
"1290","COG",2100,"Int2020$_perkm2_peryear",6959591.125865,408426.820003816,297246.382061454
"1291","COK",2030,"Int2020$_perkm2_peryear",0,0,0
"1292","COK",2035,"Int2020$_perkm2_peryear",0,0,0
"1293","COK",2040,"Int2020$_perkm2_peryear",0,0,0
"1294","COK",2045,"Int2020$_perkm2_peryear",0,0,0
"1295","COK",2050,"Int2020$_perkm2_peryear",0,0,0
"1296","COK",2055,"Int2020$_perkm2_peryear",0,0,0
"1297","COK",2060,"Int2020$_perkm2_peryear",0,0,0
"1298","COK",2065,"Int2020$_perkm2_peryear",0,0,0
"1299","COK",2070,"Int2020$_perkm2_peryear",0,0,0
"1300","COK",2075,"Int2020$_perkm2_peryear",0,0,0
"1301","COK",2080,"Int2020$_perkm2_peryear",0,0,0
"1302","COK",2085,"Int2020$_perkm2_peryear",0,0,0
"1303","COK",2090,"Int2020$_perkm2_peryear",0,0,0
"1304","COK",2095,"Int2020$_perkm2_peryear",0,0,0
"1305","COK",2100,"Int2020$_perkm2_peryear",0,0,0
"1306","COL",2026,"Int2020$_perkm2_peryear",1861076.31510122,120654.16139333,32787.3664818243
"1307","COL",2027,"Int2020$_perkm2_peryear",1887323.25453189,121688.612869029,33873.9930809543
"1308","COL",2028,"Int2020$_perkm2_peryear",1913941.44784463,122732.044802074,34996.9457607132
"1309","COL",2029,"Int2020$_perkm2_peryear",1940936.1606183,123784.536018462,36157.4460910604
"1310","COL",2030,"Int2020$_perkm2_peryear",1968312.73330553,124846.166042734,37356.7568940491
"1311","COL",2031,"Int2020$_perkm2_peryear",1995398.34870798,125927.685240591,38622.6778011543
"1312","COL",2032,"Int2020$_perkm2_peryear",2022858.00605752,127018.661554442,39931.6621231008
"1313","COL",2033,"Int2020$_perkm2_peryear",2050696.88704481,128119.17836657,41285.1792361239
"1314","COL",2034,"Int2020$_perkm2_peryear",2078920.24534704,129229.319799764,42684.7487762447
"1315","COL",2035,"Int2020$_perkm2_peryear",2107533.40763063,130349.170723943,44131.942361831
"1316","COL",2036,"Int2020$_perkm2_peryear",2135151.52105221,131453.389873443,45595.9368704147
"1317","COL",2037,"Int2020$_perkm2_peryear",2163132.3260395,132566.994544384,47108.6729385661
"1318","COL",2038,"Int2020$_perkm2_peryear",2191480.59555918,133690.064774278,48671.7781427692
"1319","COL",2039,"Int2020$_perkm2_peryear",2220201.16551884,134822.681285387,50286.9345395761
"1320","COL",2040,"Int2020$_perkm2_peryear",2249298.93559869,135964.925490596,51955.8804929065
"1321","COL",2041,"Int2020$_perkm2_peryear",2276864.51273746,137079.115856488,53606.125264614
"1322","COL",2042,"Int2020$_perkm2_peryear",2304769.04608733,138202.460784511,55308.9101110223
"1323","COL",2043,"Int2020$_perkm2_peryear",2333016.71794508,139335.035678874,57065.9113210524
"1324","COL",2044,"Int2020$_perkm2_peryear",2361611.76239433,140476.916566332,58878.8587658754
"1325","COL",2045,"Int2020$_perkm2_peryear",2390558.46594915,141628.180101334,60749.5376145111
"1326","COL",2046,"Int2020$_perkm2_peryear",2417675.15511601,142707.379820247,62598.3879373168
"1327","COL",2047,"Int2020$_perkm2_peryear",2445099.93226191,143794.834657036,64503.6310268293
"1328","COL",2048,"Int2020$_perkm2_peryear",2472836.30326836,144890.607986463,66466.9902307543
"1329","COL",2049,"Int2020$_perkm2_peryear",2500887.81397361,145994.763671481,68490.2416490058
"1330","COL",2050,"Int2020$_perkm2_peryear",2529258.05062869,147107.366067004,70575.2157508058
"1331","COL",2051,"Int2020$_perkm2_peryear",2557445.18573353,148259.329270289,72774.6504137478
"1332","COL",2052,"Int2020$_perkm2_peryear",2585947.19920657,149420.328694886,75042.6716839908
"1333","COL",2053,"Int2020$_perkm2_peryear",2614767.61822718,150590.435348155,77381.4195907244
"1334","COL",2054,"Int2020$_perkm2_peryear",2643910.0096106,151769.720796458,79793.1009723187
"1335","COL",2055,"Int2020$_perkm2_peryear",2673377.98025497,152958.257169567,82279.9915630904
"1336","COL",2056,"Int2020$_perkm2_peryear",2700295.62459254,154064.285799171,84628.5063346921
"1337","COL",2057,"Int2020$_perkm2_peryear",2727486.4920514,155178.332338155,87044.16332255
"1338","COL",2058,"Int2020$_perkm2_peryear",2754953.38289928,156300.455064765,89528.8852884438
"1339","COL",2059,"Int2020$_perkm2_peryear",2782699.12643654,157430.712682017,92084.6501518001
"1340","COL",2060,"Int2020$_perkm2_peryear",2810726.5813013,158569.164320794,94713.4925748052
"1341","COL",2061,"Int2020$_perkm2_peryear",2838288.73389553,159715.620223895,97449.3931267671
"1342","COL",2062,"Int2020$_perkm2_peryear",2866125.37141306,160870.408483926,100264.362262615
"1343","COL",2063,"Int2020$_perkm2_peryear",2894239.28599969,162033.590019985,103160.686224838
"1344","COL",2064,"Int2020$_perkm2_peryear",2922633.29901806,163205.226199533,106140.717394534
"1345","COL",2065,"Int2020$_perkm2_peryear",2951310.26136454,164385.378841715,109206.876205676
"1346","COL",2066,"Int2020$_perkm2_peryear",2977838.45618551,165511.735331358,112189.447671985
"1347","COL",2067,"Int2020$_perkm2_peryear",3004608.96916155,166645.871807002,115253.539023738
"1348","COL",2068,"Int2020$_perkm2_peryear",3031624.06103424,167787.842495718,118401.380120524
"1349","COL",2069,"Int2020$_perkm2_peryear",3058886.01421848,168937.702006373,121635.261865844
"1350","COL",2070,"Int2020$_perkm2_peryear",3086397.13301747,170095.505332349,124957.53787962
"1351","COL",2071,"Int2020$_perkm2_peryear",3111083.54615746,171131.001455595,128302.559728376
"1352","COL",2072,"Int2020$_perkm2_peryear",3135967.86132396,172172.836288357,131737.235048165
"1353","COL",2073,"Int2020$_perkm2_peryear",3161051.66816614,173221.048819506,135263.969246267
"1354","COL",2074,"Int2020$_perkm2_peryear",3186336.56912424,174275.678278728,138885.232325039
"1355","COL",2075,"Int2020$_perkm2_peryear",3211824.17953254,175336.764138023,142603.56061791
"1356","COL",2076,"Int2020$_perkm2_peryear",3236019.19988375,176385.029126263,146275.644854755
"1357","COL",2077,"Int2020$_perkm2_peryear",3260396.61893183,177439.564745324,150042.321510632
"1358","COL",2078,"Int2020$_perkm2_peryear",3284957.81276135,178500.408526685,153906.028153993
"1359","COL",2079,"Int2020$_perkm2_peryear",3309704.16784663,179567.598226586,157869.265189486
"1360","COL",2080,"Int2020$_perkm2_peryear",3334637.08113012,180641.17182738,161934.597478311
"1361","COL",2081,"Int2020$_perkm2_peryear",3356199.98378453,181619.979806516,165823.602013864
"1362","COL",2082,"Int2020$_perkm2_peryear",3377902.88719591,182604.101551534,169806.10750206
"1363","COL",2083,"Int2020$_perkm2_peryear",3399746.70416372,183593.565965742,173884.364518126
"1364","COL",2084,"Int2020$_perkm2_peryear",3421732.35346451,184588.402109973,178060.677873835
"1365","COL",2085,"Int2020$_perkm2_peryear",3443860.75989122,185588.639203443,182337.40792619
"1366","COL",2086,"Int2020$_perkm2_peryear",3465249.7663649,186560.333128282,186694.576473499
"1367","COL",2087,"Int2020$_perkm2_peryear",3486772.17681224,187537.12157103,191155.955557542
"1368","COL",2088,"Int2020$_perkm2_peryear",3508428.82680886,188519.031276992,195724.039629623
"1369","COL",2089,"Int2020$_perkm2_peryear",3530220.55718649,189506.089132059,200401.382895919
"1370","COL",2090,"Int2020$_perkm2_peryear",3552148.2140662,190498.322163446,205190.600749959
"1371","COL",2091,"Int2020$_perkm2_peryear",3572350.4807225,191439.212665,209861.306570549
"1372","COL",2092,"Int2020$_perkm2_peryear",3592668.42482825,192384.77772494,214638.51002859
"1373","COL",2093,"Int2020$_perkm2_peryear",3613102.71354444,193335.040692828,219524.642952549
"1374","COL",2094,"Int2020$_perkm2_peryear",3633654.01790991,194290.025035436,224522.192771376
"1375","COL",2095,"Int2020$_perkm2_peryear",3654323.01286424,195249.754337335,229633.703787159
"1376","COL",2096,"Int2020$_perkm2_peryear",3673205.85185929,196129.639703254,234663.696833937
"1377","COL",2097,"Int2020$_perkm2_peryear",3692187.04545597,197013.531478231,239804.511645494
"1378","COL",2098,"Int2020$_perkm2_peryear",3711267.10978785,197901.448085539,245058.602326759
"1379","COL",2099,"Int2020$_perkm2_peryear",3730446.56371603,198793.408033963,250428.477571032
"1380","COL",2100,"Int2020$_perkm2_peryear",3749725.92884373,199689.429918197,255916.70187902
"1381","COM",2026,"Int2020$_perkm2_peryear",3065182.94438164,433999.732913657,40345.2729598938
"1382","COM",2027,"Int2020$_perkm2_peryear",3134067.40650821,439819.654970505,42185.6349836708
"1383","COM",2028,"Int2020$_perkm2_peryear",3204509.6061173,445717.842955222,44110.0404184639
"1384","COM",2029,"Int2020$_perkm2_peryear",3276544.98612951,451695.352540141,46122.3317451482
"1385","COM",2030,"Int2020$_perkm2_peryear",3350209.80082678,457753.253681973,48226.5273360808
"1386","COM",2031,"Int2020$_perkm2_peryear",3431047.75355134,464534.113260443,50740.2249737401
"1387","COM",2032,"Int2020$_perkm2_peryear",3513847.76224359,471415.672433974,53385.0337674103
"1388","COM",2033,"Int2020$_perkm2_peryear",3598657.71554728,478399.430516276,56167.7971945946
"1389","COM",2034,"Int2020$_perkm2_peryear",3685526.67724408,485486.909203784,59095.7161995739
"1390","COM",2035,"Int2020$_perkm2_peryear",3774504.91524199,492679.652910712,62176.3678798726
"1391","COM",2036,"Int2020$_perkm2_peryear",3866738.87492327,500270.722118917,65646.5395916418
"1392","COM",2037,"Int2020$_perkm2_peryear",3961243.35113617,507979.115666483,69310.4975137362
"1393","COM",2038,"Int2020$_perkm2_peryear",4058074.62026445,515806.652536923,73179.0697357344
"1394","COM",2039,"Int2020$_perkm2_peryear",4157290.36256641,523755.180003981,77263.6897561451
"1395","COM",2040,"Int2020$_perkm2_peryear",4258949.69741402,531826.574073047,81576.4303531676
"1396","COM",2041,"Int2020$_perkm2_peryear",4365866.01161915,540517.363337361,86569.0673129624
"1397","COM",2042,"Int2020$_perkm2_peryear",4475488.72240368,549350.649066869,91867.4312142502
"1398","COM",2043,"Int2020$_perkm2_peryear",4587886.85513021,558328.775467538,97490.2541541245
"1399","COM",2044,"Int2020$_perkm2_peryear",4703131.20794948,567454.12543809,103457.416644402
"1400","COM",2045,"Int2020$_perkm2_peryear",4821294.39763364,576729.121210795,109790.018061719
"1401","COM",2046,"Int2020$_perkm2_peryear",4943291.07503418,586515.051005078,116967.576052124
"1402","COM",2047,"Int2020$_perkm2_peryear",5068393.54780774,596467.386584022,124614.466608255
"1403","COM",2048,"Int2020$_perkm2_peryear",5196681.31964776,606588.963596927,132761.385409251
"1404","COM",2049,"Int2020$_perkm2_peryear",5328235.93974456,616882.66611461,141441.036158055
"1405","COM",2050,"Int2020$_perkm2_peryear",5463141.05566226,627351.42745795,150688.261970121
"1406","COM",2051,"Int2020$_perkm2_peryear",5601210.46987373,638178.439439122,160858.854910384
"1407","COM",2052,"Int2020$_perkm2_peryear",5742773.65524277,649192.389459892,171716.00300157
"1408","COM",2053,"Int2020$_perkm2_peryear",5887919.12661897,660396.506613607,183306.058172838
"1409","COM",2054,"Int2020$_perkm2_peryear",6036737.64401187,671794.075796925,195678.502209245
"1410","COM",2055,"Int2020$_perkm2_peryear",6189322.269604,683388.438674609,208886.158123005
"1411","COM",2056,"Int2020$_perkm2_peryear",6340478.49795004,694900.436267896,222755.619044891
"1412","COM",2057,"Int2020$_perkm2_peryear",6495331.30240154,706606.455876761,237546.007410058
"1413","COM",2058,"Int2020$_perkm2_peryear",6653971.19744024,718509.769103068,253318.474709692
"1414","COM",2059,"Int2020$_perkm2_peryear",6816490.91645799,730613.702740038,270138.233167463
"1415","COM",2060,"Int2020$_perkm2_peryear",6982985.46621051,742921.639703751,288074.825400006
"1416","COM",2061,"Int2020$_perkm2_peryear",7144297.63574939,754833.214683459,306341.335793615
"1417","COM",2062,"Int2020$_perkm2_peryear",7309338.124803,766935.802032708,325766.115027466
"1418","COM",2063,"Int2020$_perkm2_peryear",7478193.14585178,779232.4652601,346422.608852929
"1419","COM",2064,"Int2020$_perkm2_peryear",7650950.90585621,791726.317014924,368388.920249583
"1420","COM",2065,"Int2020$_perkm2_peryear",7827701.65241891,804420.519875522,391748.104744597
"1421","COM",2066,"Int2020$_perkm2_peryear",7995877.31821764,816505.963752538,415154.912423335
"1422","COM",2067,"Int2020$_perkm2_peryear",8167672.80476355,828773.08899718,439960.306253146
"1423","COM",2068,"Int2020$_perkm2_peryear",8343166.1565167,841224.628462879,466247.855761749
"1424","COM",2069,"Int2020$_perkm2_peryear",8522437.10321492,853863.356134206,494106.124129106
"1425","COM",2070,"Int2020$_perkm2_peryear",8705567.0963176,866692.087746258,523628.966588362
"1426","COM",2071,"Int2020$_perkm2_peryear",8880230.3537327,878995.194148597,553398.673481798
"1427","COM",2072,"Int2020$_perkm2_peryear",9058398.95695752,891472.97383849,584861.069151829
"1428","COM",2073,"Int2020$_perkm2_peryear",9240143.27578545,904127.907099859,618112.410509329
"1429","COM",2074,"Int2020$_perkm2_peryear",9425535.09309783,916962.509440828,653254.428903438
"1430","COM",2075,"Int2020$_perkm2_peryear",9614647.633248,929979.332094006,690394.641508593
"1431","COM",2076,"Int2020$_perkm2_peryear",9795123.86472178,942491.687530875,727954.402812969
"1432","COM",2077,"Int2020$_perkm2_peryear",9978990.14402106,955172.427353035,767557.600336077
"1433","COM",2078,"Int2020$_perkm2_peryear",10166310.1923761,968023.818091199,809315.410405099
"1434","COM",2079,"Int2020$_perkm2_peryear",10357148.9295474,981048.156791452,853345.058250696
"1435","COM",2080,"Int2020$_perkm2_peryear",10551572.4963829,994247.771426161,899770.147126902
"1436","COM",2081,"Int2020$_perkm2_peryear",10738504.7977774,1007033.33490666,946910.545445797
"1437","COM",2082,"Int2020$_perkm2_peryear",10928749.0062133,1019983.32961416,996521.002544271
"1438","COM",2083,"Int2020$_perkm2_peryear",11122363.8028756,1033099.87044119,1048730.9601193
"1439","COM",2084,"Int2020$_perkm2_peryear",11319408.9087428,1046385.09948428,1103676.64400265
"1440","COM",2085,"Int2020$_perkm2_peryear",11519945.1030113,1059841.18639384,1161501.41976637
"1441","COM",2086,"Int2020$_perkm2_peryear",11705807.0485489,1072408.31262636,1218106.32943761
"1442","COM",2087,"Int2020$_perkm2_peryear",11894668.2452895,1085124.46030664,1277469.89970333
"1443","COM",2088,"Int2020$_perkm2_peryear",12086577.1012518,1097991.39660887,1339726.57793357
"1444","COM",2089,"Int2020$_perkm2_peryear",12281582.8059093,1111010.90966416,1405017.36413795
"1445","COM",2090,"Int2020$_perkm2_peryear",12479735.3428072,1124184.80880916,1473490.13033275
"1446","COM",2091,"Int2020$_perkm2_peryear",12662997.2753025,1136405.29961344,1539477.8553926
"1447","COM",2092,"Int2020$_perkm2_peryear",12848950.7266742,1148758.63992783,1608420.78265402
"1448","COM",2093,"Int2020$_perkm2_peryear",13037635.231997,1161246.27403428,1680451.26073116
"1449","COM",2094,"Int2020$_perkm2_peryear",13229090.9071492,1173869.66191705,1755707.56557725
"1450","COM",2095,"Int2020$_perkm2_peryear",13423358.4573464,1186630.27943348,1834334.16595032
"1451","COM",2096,"Int2020$_perkm2_peryear",13599416.4216333,1198276.11750723,1909013.3259175
"1452","COM",2097,"Int2020$_perkm2_peryear",13777783.5423687,1210036.25059075,1986732.82192207
"1453","COM",2098,"Int2020$_perkm2_peryear",13958490.1064095,1221911.8004054,2067616.43238592
"1454","COM",2099,"Int2020$_perkm2_peryear",14141566.7978576,1233903.89968142,2151792.97502242
"1455","COM",2100,"Int2020$_perkm2_peryear",14327044.7032698,1246013.69226603,2239396.51199775
"1456","CRI",2026,"Int2020$_perkm2_peryear",3816270.63584097,221957.22097638,105637.074373421
"1457","CRI",2027,"Int2020$_perkm2_peryear",3879258.18875075,224253.112679522,109040.697200799
