year,country,YNET,pop,capital,variable,value,CPC
2040,tgo,0.164657555285584,17.718718,Fisheries & Mariculture,Non-market Use,-92.39405634915744,7728.297662913427
2045,tgo,0.19899597665724023,18.074122,Fisheries & Mariculture,Non-market Use,-135.4168516375774,9134.333074275843
2050,tgo,0.2376680813571335,18.341722,Fisheries & Mariculture,Non-market Use,-186.44391615342712,10724.406684655922
2055,tgo,0.28075326902071024,18.528816,Fisheries & Mariculture,Non-market Use,-232.588017738029,12510.362871002158
2060,tgo,0.3282918797853343,18.63982,Fisheries & Mariculture,Non-market Use,-292.183791821782,14506.373964901131
2065,tgo,0.38048753529674767,18.677037,Fisheries & Mariculture,Non-market Use,-339.39014263291705,16738.557567420237
2070,tgo,0.43795714592231555,18.712463743483976,Fisheries & Mariculture,Non-market Use,-408.77410462753414,19183.541457840776
2075,tgo,0.5006255076833296,18.74608958251177,Fisheries & Mariculture,Non-market Use,-460.31818820753915,21835.865434404164
2080,tgo,0.5682814761248853,18.77790438724666,Fisheries & Mariculture,Non-market Use,-533.7349557489813,24684.361039650103
2085,tgo,0.6405630669597908,18.807898551034942,Fisheries & Mariculture,Non-market Use,-593.8122468557747,27711.620209089077
2090,tgo,0.7169461834068759,18.83606299523453,Fisheries & Mariculture,Non-market Use,-670.9776513718958,30893.625983648097
2095,tgo,0.7967380845152983,18.862389173789126,Fisheries & Mariculture,Non-market Use,-745.6544833081076,34199.5876702119
2100,tgo,0.8790766221075005,18.88686907754477,Fisheries & Mariculture,Non-market Use,-824.9389198793862,37592.01818868153
2030,tha,2.3565626576249143,61.42874,Fisheries & Mariculture,Non-market Use,-39.89912336785366,27414.20850412838
2035,tha,2.4564636298146,59.127137,Fisheries & Mariculture,Non-market Use,-97.81553711147748,29712.7098605839
2040,tha,2.5454617674924704,56.820715,Fisheries & Mariculture,Non-market Use,-155.61218088892625,32064.821205865836
2045,tha,2.6228235466240895,54.53480200000001,Fisheries & Mariculture,Non-market Use,-214.59243152875266,34451.97743166406
2050,tha,2.6915580828507184,52.2776789999999,Fisheries & Mariculture,Non-market Use,-279.0933987935619,36911.00581824122
2055,tha,2.753540863760397,50.0666129999999,Fisheries & Mariculture,Non-market Use,-330.0753087803376,39460.3610225932
2060,tha,2.8108891064525148,47.938537,Fisheries & Mariculture,Non-market Use,-394.66111606041613,42104.22867809399
2065,tha,2.8656116665213736,45.90488300000001,Fisheries & Mariculture,Non-market Use,-438.1020517079941,44861.520536316515
2070,tha,2.918610173607799,44.0548700034445,Fisheries & Mariculture,Non-market Use,-505.4421840075645,47648.1654494045
2075,tha,2.9697478859275726,42.372859425153685,Fisheries & Mariculture,Non-market Use,-546.4625147828069,50448.00829814829
2080,tha,3.018890833508959,40.844945154382536,Fisheries & Mariculture,Non-market Use,-609.7362251094163,53243.82249197332
2085,tha,3.065908393781627,39.458762074277445,Fisheries & Mariculture,Non-market Use,-654.3008581762512,56017.47065224456
2090,tha,3.1106738620793273,38.20331904739593,Fisheries & Mariculture,Non-market Use,-714.7335577505497,58750.08850453093
2095,tha,3.153065013625312,37.068853203855305,Fisheries & Mariculture,Non-market Use,-769.618041359527,61422.28965488415
2100,tha,3.1929646535607628,36.04670281917145,Fisheries & Mariculture,Non-market Use,-826.8991147464433,64014.38834534224
2030,tls,0.016476362635580576,1.938647,Fisheries & Mariculture,Non-market Use,-0.7943750857123902,8043.717448268009
2035,tls,0.020796753810713556,1.947521,Fisheries & Mariculture,Non-market Use,-2.0325361273177345,10060.145497788246
2040,tls,0.025897647600952693,1.944815,Fisheries & Mariculture,Non-market Use,-3.360085444687193,12487.06166144538
2045,tls,0.031770749870053724,1.932078,Fisheries & Mariculture,Non-market Use,-4.796234914983234,15348.256506960839
2050,tls,0.03836001421207177,1.910232,Fisheries & Mariculture,Non-market Use,-6.43360678392803,18655.952520503215
2055,tls,0.04569148177536205,1.881365999999999,Fisheries & Mariculture,Non-market Use,-7.824800035300256,22456.689513679183
2060,tls,0.05377149513469962,1.848106,Fisheries & Mariculture,Non-market Use,-9.59846026899955,26776.781836051094
2065,tls,0.06257864810021872,1.813183,Fisheries & Mariculture,Non-market Use,-10.916745144255747,31612.38890071853
2070,tls,0.07231582833991115,1.7806330811027342,Fisheries & Mariculture,Non-market Use,-12.88804754285199,37022.13986281241
2075,tls,0.08297587981105085,1.7503498916199796,Fisheries & Mariculture,Non-market Use,-14.240741626447216,43008.02305167979
2080,tls,0.09452780103802706,1.722235514590043,Fisheries & Mariculture,Non-market Use,-16.21927181077846,49556.35846137449
2085,tls,0.10691385504155529,1.6961999383293618,Fisheries & Mariculture,Non-market Use,-17.743782596087208,56635.546451879694
2090,tls,0.1200473006495705,1.6721605743347059,Fisheries & Mariculture,Non-market Use,-19.73586602499121,64194.25161720467
2095,tls,0.13381095844054205,1.6500418189082078,Fisheries & Mariculture,Non-market Use,-21.612060339527773,72160.1981448909
2100,tls,0.14805681165185156,1.6297746552351688,Fisheries & Mariculture,Non-market Use,-23.585748949066815,80439.74390583497
2030,tto,0.065937849367949955,1.391386,Fisheries & Mariculture,Non-market Use,-0.7235083648188709,34381.6931366034
2035,tto,0.07131325462593116,1.358448,Fisheries & Mariculture,Non-market Use,-1.7991533968514608,38104.28800992665
2040,tto,0.07681010265796846,1.324978,Fisheries & Mariculture,Non-market Use,-2.905024123723444,42098.11924822198
2045,tto,0.08251272071097167,1.291488,Fisheries & Mariculture,Non-market Use,-4.068508392473817,46418.36649423356
2050,tto,0.08856322471530888,1.26038,Fisheries & Mariculture,Non-market Use,-5.386900461325007,51076.06683845816
2055,tto,0.09505757657795393,1.232589999999999,Fisheries & Mariculture,Non-market Use,-6.50560433981287,56084.09751667015
2060,tto,0.10194269917200349,1.20704,Fisheries & Mariculture,Non-market Use,-7.955462024487779,61448.61734881187
2065,tto,0.10912638060488439,1.182883,Fisheries & Mariculture,Non-market Use,-9.037792652922855,67153.94400042186
2070,tto,0.11643178552871139,1.1603931410065533,Fisheries & Mariculture,Non-market Use,-10.658274349656457,73072.80593679598
2075,tto,0.1238160119267165,1.1394920479221768,Fisheries & Mariculture,Non-market Use,-11.764895765472785,79169.99385935733
2080,tto,0.13123230141302875,1.120107683699444,Fisheries & Mariculture,Non-market Use,-13.386518353559891,85404.68373433311
2085,tto,0.13863042647514337,1.1021739341533627,Fisheries & Mariculture,Non-market Use,-14.63148312006665,91730.69154222247
2090,tto,0.14595716611999196,1.0856302307172654,Fisheries & Mariculture,Non-market Use,-16.26032370333734,98096.87340916759
2095,tto,0.15315686609789914,1.070421208117844,Fisheries & Mariculture,Non-market Use,-17.79200841790091,104447.67263061726
2100,tto,0.16017207752311433,1.0564963942500958,Fisheries & Mariculture,Non-market Use,-19.402566515872348,110723.81051106176
2030,tun,0.37389132089881566,13.932889,Fisheries & Mariculture,Non-market Use,-12.393543151595415,23209.94953839355
2035,tun,0.42391247196519793,13.81366,Fisheries & Mariculture,Non-market Use,-31.296250943952018,26461.798220176723
2040,tun,0.4763759960426549,13.669999,Fisheries & Mariculture,Non-market Use,-51.27054540144866,29957.890464508913
2045,tun,0.5304726401439721,13.516625,Fisheries & Mariculture,Non-market Use,-72.84025955891157,33635.54343116176
2050,tun,0.5864170481201598,13.36171,Fisheries & Mariculture,Non-market Use,-97.69174519458245,37498.86226915901
2055,tun,0.6444028561261725,13.202828,Fisheries & Mariculture,Non-market Use,-119.20496674215568,41574.76193203191
2060,tun,0.7042519554345757,13.033673,Fisheries & Mariculture,Non-market Use,-146.94978131116574,45884.09214369965
2065,tun,0.7650655820053928,12.845346,Fisheries & Mariculture,Non-market Use,-167.88997662236278,50420.97574492149
2070,tun,0.8278273416779991,12.669020477460426,Fisheries & Mariculture,Non-market Use,-199.05961453187123,55145.29172245657
2075,tun,0.892163498915599,12.504268242421784,Fisheries & Mariculture,Non-market Use,-220.84798712141796,60027.05174362163
2080,tun,0.9576476524600985,12.350692375780278,Fisheries & Mariculture,Non-market Use,-252.49776873789062,65030.96615527833
2085,tun,1.0238035516648836,12.207925630409049,Fisheries & Mariculture,Non-market Use,-277.2288786096003,70116.65619660835
2090,tun,1.090109232173507,12.075628962566567,Fisheries & Mariculture,Non-market Use,-309.3965009490598,75239.01591133128
2095,tun,1.1560024777352103,11.953490185343654,Fisheries & Mariculture,Non-market Use,-339.87825373134365,80348.72678970777
2100,tun,1.2208875754544717,11.841222736636915,Fisheries & Mariculture,Non-market Use,-372.0026990049403,85392.92301723082
2030,tur,4.888078908982365,95.4216500000001,Fisheries & Mariculture,Non-market Use,-10.858964618774948,38345.00946107721
2035,tur,5.103253691403807,94.296102,Fisheries & Mariculture,Non-market Use,-27.33156395821114,40502.95906047125
2040,tur,5.276731248512659,92.93032600000011,Fisheries & Mariculture,Non-market Use,-44.590681028004134,42487.0526895423
2045,tur,5.413970365326191,91.365809,Fisheries & Mariculture,Non-market Use,-62.990363386412035,44329.9253355097
2050,tur,5.526105647909728,89.6415469999999,Fisheries & Mariculture,Non-market Use,-83.84793267844105,46109.49790605201
2055,tur,5.622384146545529,87.80754300000001,Fisheries & Mariculture,Non-market Use,-101.42532325037617,47883.396567805794
2060,tur,5.70730442623577,85.9070630000001,Fisheries & Mariculture,Non-market Use,-123.91337471999489,49672.28238643955
2065,tur,5.7813794812350885,83.95749800000002,Fisheries & Mariculture,Non-market Use,-140.38659470543962,51475.3859783814
2070,tur,5.852664132010329,82.14744229353316,Fisheries & Mariculture,Non-market Use,-165.12824177379767,53247.943084746476
2075,tur,5.9210296416422405,80.46962215316242,Fisheries & Mariculture,Non-market Use,-181.825301288876,54982.46346161156
2080,tur,5.986351285462376,78.91737906139149,Fisheries & Mariculture,Non-market Use,-206.4077898217668,56671.41943713179
2085,tur,6.04850872688813,77.48462552763534,Fisheries & Mariculture,Non-market Use,-225.11235010700858,58307.29942932555
2090,tur,6.107386383897518,76.16580514758007,Fisheries & Mariculture,Non-market Use,-249.662241263259,59882.66294048033
2095,tur,6.162873784595254,74.95585653673321,Fisheries & Mariculture,Non-market Use,-272.6599874105326,61390.19647318067
2100,tur,6.214865910351148,73.85018080909394,Fisheries & Mariculture,Non-market Use,-296.8166734804208,62822.76978577194
2030,tza,1.6832979001603126,154.926012,Fisheries & Mariculture,Non-market Use,-4.966804336913474,7975.690414602632
2035,tza,2.096012125692669,163.812307,Fisheries & Mariculture,Non-market Use,-13.376068483250561,9394.536251315836
2040,tza,2.5882673630247894,172.033339,Fisheries & Mariculture,Non-market Use,-23.25468586068427,11048.950117578925
2045,tza,3.165221238739762,179.177707,Fisheries & Mariculture,Non-market Use,-34.800509156314824,12976.00438882286
2050,tza,3.8324004572862567,185.014429,Fisheries & Mariculture,Non-market Use,-48.75282992666001,15218.874679894592
2055,tza,4.598833231068434,189.580423,Fisheries & Mariculture,Non-market Use,-61.6906402069306,17826.569595624063
2060,tza,5.467954823296682,193.127668,Fisheries & Mariculture,Non-market Use,-78.47747543407138,20810.875677576212
2065,tza,6.439008151169815,195.843027,Fisheries & Mariculture,Non-market Use,-92.25405803248914,24172.25134270364
2070,tza,7.52533557535007,198.45888688629088,Fisheries & Mariculture,Non-market Use,-112.38518782252946,27884.177861939435
2075,tza,8.728116532940351,200.97017083227115,Fisheries & Mariculture,Non-market Use,-127.92787010578121,31943.88414971328
2080,tza,10.045637772120298,203.37195118093564,Fisheries & Mariculture,Non-market Use,-149.84963840209514,36339.712634395466
2085,tza,11.472840491157271,205.65946539867772,Fisheries & Mariculture,Non-market Use,-168.32309180503808,41050.032336607415
2090,tza,13.000935587832608,207.82813167299483,Fisheries & Mariculture,Non-market Use,-191.91475893359154,46042.3755793069
2095,tza,14.61711961334222,209.87356408330083,Fisheries & Mariculture,Non-market Use,-215.07245408150587,51272.8774852487
2100,tza,16.30442355367244,211.79158727515227,Fisheries & Mariculture,Non-market Use,-239.80412512243504,56686.0934734851
2030,ukr,0.8418321361655449,32.398639,Fisheries & Mariculture,Non-market Use,-4.21780396667201,21582.54360856278
2035,ukr,0.9186945996936056,31.561341,Fisheries & Mariculture,Non-market Use,-10.465122556804186,24122.898934154833
2040,ukr,0.9941816765824429,30.75667,Fisheries & Mariculture,Non-market Use,-16.882784837519587,26726.85444557164
2045,ukr,1.0689046497828236,29.9936,Fisheries & Mariculture,Non-market Use,-23.655772402281233,29399.309521709507
2050,ukr,1.1451430952986434,29.26918,Fisheries & Mariculture,Non-market Use,-31.31927498648529,32201.71726631428
2055,ukr,1.2244952633449275,28.579186,Fisheries & Mariculture,Non-market Use,-37.76439733849959,35183.40435260258
2060,ukr,1.3063753410938568,27.901272,Fisheries & Mariculture,Non-market Use,-46.039589667947524,38359.50971775207
2065,ukr,1.3890131550005063,27.19647,Fisheries & Mariculture,Non-market Use,-52.023170679425334,41746.40229694763
2070,ukr,1.4724851531742267,26.54382161441769,Fisheries & Mariculture,Non-market Use,-61.039207845731255,45238.327293069735
2075,ukr,1.556316082323415,25.940360786347338,Fisheries & Mariculture,Non-market Use,-67.05273453644081,48812.64612626431
2080,ukr,1.6399972201507627,25.383382759019472,Fisheries & Mariculture,Non-market Use,-75.94882455209607,52443.699275807376
2085,ukr,1.7229906942760553,24.87042381047197,Fisheries & Mariculture,Non-market Use,-82.65803894358305,56103.01996965927
2090,ukr,1.8047345353515758,24.39924302230392,Fisheries & Mariculture,Non-market Use,-91.49288207175235,59759.628541457976
2095,ukr,1.8846484149192102,23.96780589297075,Fisheries & Mariculture,Non-market Use,-99.73836529135373,63380.40594524954
2100,ukr,1.9621400002699776,23.57426962717486,Fisheries & Mariculture,Non-market Use,-108.39097053185198,66930.54230735831
2030,ury,0.1282324653296995,3.087175,Fisheries & Mariculture,Non-market Use,-0.13319132921559323,34170.71991367143
2035,ury,0.13332082240975965,3.010482,Fisheries & Mariculture,Non-market Use,-0.33081103368600207,36355.433146955715
2040,ury,0.13758622613221583,2.928801,Fisheries & Mariculture,Non-market Use,-0.53278221264199,38484.03016137762
2045,ury,0.14099220650241506,2.841726,Fisheries & Mariculture,Non-market Use,-0.7427554016241705,40559.679763806795
2050,ury,0.14373142023124147,2.749622999999999,Fisheries & Mariculture,Non-market Use,-0.9750555905376722,42642.671820050695
2055,ury,0.14592754817012685,2.653563,Fisheries & Mariculture,Non-market Use,-1.1620295890284786,44766.79703160772
2060,ury,0.14765432313434798,2.555241,Fisheries & Mariculture,Non-market Use,-1.397315218120673,46939.968453928326
2065,ury,0.1490235335857758,2.457471,Fisheries & Mariculture,Non-market Use,-1.5578576157855464,49155.63957431861
2070,ury,0.15033634547366925,2.368143381710179,Fisheries & Mariculture,Non-market Use,-1.8047145208279018,51349.86818182846
2075,ury,0.1515910184285427,2.2865933280804724,Fisheries & Mariculture,Non-market Use,-1.9587747366404267,53510.91174225861
2080,ury,0.15278587681137643,2.2122260980487596,Fisheries & Mariculture,Non-market Use,-2.1935934967653075,55626.79123069753
2085,ury,0.1539193134215343,2.144509793995646,Fisheries & Mariculture,Non-market Use,-2.362027914063056,57685.399585154075
2090,ury,0.15498979308040758,2.082969007072136,Fisheries & Mariculture,Non-market Use,-2.5885040207958405,59674.61573176824
2095,ury,0.1559958560796607,2.0271792338667867,Fisheries & Mariculture,Non-market Use,-2.795639680165786,61582.422702470314
2100,ury,0.15693612148329594,1.976761972284865,Fisheries & Mariculture,Non-market Use,-3.0120648405070822,63397.02824744677
2030,usa,30.497112514304206,392.274604,Fisheries & Mariculture,Non-market Use,-51.424836109366844,61710.44323700841
2035,usa,32.03182948179051,397.0025,Fisheries & Mariculture,Non-market Use,-132.55777697971462,63954.691973892455
