"countrycode","R5","capital","category","value_capped","GDP_2020usd","Pop2020","GDP_per_capita_thousand_2020USD"
"AUS","OECD","Corals","Market",2.05256453313779,1444006380031.66,25649248,56.2981955662661
"AUS","OECD","Corals","Non-market Use",3.85059361273908,1444006380031.66,25649248,56.2981955662661
"AUS","OECD","Corals","Non-use",5.93529183631954,1444006380031.66,25649248,56.2981955662661
"BGD","ASIA","Corals","Market",1,1166613553390.4,167420951,6.96814554225295
"BGD","ASIA","Corals","Non-market Use",1,1166613553390.4,167420951,6.96814554225295
"BGD","ASIA","Corals","Non-use",1,1166613553390.4,167420951,6.96814554225295
"BHR","MAF","Corals","Market",1,77522978113.816,1477469,52.4701216159635
"BHR","MAF","Corals","Non-market Use",1,77522978113.816,1477469,52.4701216159635
"BHR","MAF","Corals","Non-use",1,77522978113.816,1477469,52.4701216159635
"BHS","LAM","Corals","Market",6.36155973977616,10077516213.8323,406471,24.7927065247762
"BHS","LAM","Corals","Non-market Use",11.9342319842159,10077516213.8323,406471,24.7927065247762
"BHS","LAM","Corals","Non-use",18.3953843984781,10077516213.8323,406471,24.7927065247762
"BLZ","LAM","Corals","Market",1.18776422399818,3923484265.5722,394921,9.93485853011665
"BLZ","LAM","Corals","Non-market Use",2.22823558554608,3923484265.5722,394921,9.93485853011665
"BLZ","LAM","Corals","Non-use",3.43459471717159,3923484265.5722,394921,9.93485853011665
"BRA","LAM","Corals","Market",1,3615574021216.43,213196304,16.9588963475485
"BRA","LAM","Corals","Non-market Use",1,3615574021216.43,213196304,16.9588963475485
"BRA","LAM","Corals","Non-use",1,3615574021216.43,213196304,16.9588963475485
"BRB","LAM","Corals","Market",1,4198038554.94363,280693,14.9559787915752
"BRB","LAM","Corals","Non-market Use",1,4198038554.94363,280693,14.9559787915752
"BRB","LAM","Corals","Non-use",1,4198038554.94363,280693,14.9559787915752
"BRN","ASIA","Corals","Market",1,35917994917.4561,441725,81.3130226214412
"BRN","ASIA","Corals","Non-market Use",1,35917994917.4561,441725,81.3130226214412
"BRN","ASIA","Corals","Non-use",1,35917994917.4561,441725,81.3130226214412
"CHN","ASIA","Corals","Market",1,26576353594843,1411100000,18.8337847033116
"CHN","ASIA","Corals","Non-market Use",1,26576353594843,1411100000,18.8337847033116
"CHN","ASIA","Corals","Non-use",1,26576353594843,1411100000,18.8337847033116
"COL","LAM","Corals","Market",1,817711118547.378,50930662,16.0553797346553
"COL","LAM","Corals","Non-market Use",1,817711118547.378,50930662,16.0553797346553
"COL","LAM","Corals","Non-use",1,817711118547.378,50930662,16.0553797346553
"COM","MAF","Corals","Market",1,2757270870.13927,806166,3.42022718663311
"COM","MAF","Corals","Non-market Use",1,2757270870.13927,806166,3.42022718663311
"COM","MAF","Corals","Non-use",1.39571956295511,2757270870.13927,806166,3.42022718663311
"CRI","LAM","Corals","Market",1,113169448758.601,5123105,22.0900115766905
"CRI","LAM","Corals","Non-market Use",1,113169448758.601,5123105,22.0900115766905
"CRI","LAM","Corals","Non-use",1,113169448758.601,5123105,22.0900115766905
"CUB","LAM","Corals","Market",1,NA,11300698,NA
"CUB","LAM","Corals","Non-market Use",1,NA,11300698,NA
"CUB","LAM","Corals","Non-use",1,NA,11300698,NA
"DJI","MAF","Corals","Market",1,6380479642.79444,1090156,5.85281339807738
"DJI","MAF","Corals","Non-market Use",1.24931229208154,6380479642.79444,1090156,5.85281339807738
"DJI","MAF","Corals","Non-use",1.92568569782948,6380479642.79444,1090156,5.85281339807738
"DOM","LAM","Corals","Market",1,217098214927.192,10999664,19.7368042266738
"DOM","LAM","Corals","Non-market Use",1,217098214927.192,10999664,19.7368042266738
"DOM","LAM","Corals","Non-use",1,217098214927.192,10999664,19.7368042266738
"ECU","LAM","Corals","Market",1,218010165471.528,17588595,12.3949733035258
"ECU","LAM","Corals","Non-market Use",1,218010165471.528,17588595,12.3949733035258
"ECU","LAM","Corals","Non-use",1,218010165471.528,17588595,12.3949733035258
"EGY","MAF","Corals","Market",1,1673531030392.09,107465134,15.5727813114911
"EGY","MAF","Corals","Non-market Use",1,1673531030392.09,107465134,15.5727813114911
"EGY","MAF","Corals","Non-use",1,1673531030392.09,107465134,15.5727813114911
"ERI","MAF","Corals","Market",1,NA,3555868,NA
"ERI","MAF","Corals","Non-market Use",1,NA,3555868,NA
"ERI","MAF","Corals","Non-use",1,NA,3555868,NA
"FJI","ASIA","Corals","Market",4.02772592090006,10297880948.9337,920422,11.1882168711023
"FJI","ASIA","Corals","Non-market Use",7.55597958285496,10297880948.9337,920422,11.1882168711023
"FJI","ASIA","Corals","Non-use",11.6467611085073,10297880948.9337,920422,11.1882168711023
"FRA","OECD","Corals","Market",1,3427510236825.16,67571107,50.7244943733889
"FRA","OECD","Corals","Non-market Use",1,3427510236825.16,67571107,50.7244943733889
"FRA","OECD","Corals","Non-use",1,3427510236825.16,67571107,50.7244943733889
"GBR","OECD","Corals","Market",1,3259058619205.67,67081234,48.5837606864189
"GBR","OECD","Corals","Non-market Use",1,3259058619205.67,67081234,48.5837606864189
"GBR","OECD","Corals","Non-use",1,3259058619205.67,67081234,48.5837606864189
"GRD","LAM","Corals","Market",1,1705177563.59537,123663,13.7889066543378
"GRD","LAM","Corals","Non-market Use",1.06295833863208,1705177563.59537,123663,13.7889066543378
"GRD","LAM","Corals","Non-use",1.63844035079645,1705177563.59537,123663,13.7889066543378
"HND","LAM","Corals","Market",1,56703014340.7969,10121763,5.60208872118394
"HND","LAM","Corals","Non-market Use",1,56703014340.7969,10121763,5.60208872118394
"HND","LAM","Corals","Non-use",1,56703014340.7969,10121763,5.60208872118394
"HTI","LAM","Corals","Market",1,36311732131.5742,11306801,3.21149475714432
"HTI","LAM","Corals","Non-market Use",1,36311732131.5742,11306801,3.21149475714432
"HTI","LAM","Corals","Non-use",1,36311732131.5742,11306801,3.21149475714432
"IDN","ASIA","Corals","Market",1,3404556313997.13,271857970,12.523290429915
"IDN","ASIA","Corals","Non-market Use",1,3404556313997.13,271857970,12.523290429915
"IDN","ASIA","Corals","Non-use",1,3404556313997.13,271857970,12.523290429915
"IND","ASIA","Corals","Market",1,10378712667573.7,1396387127,7.43254679658308
"IND","ASIA","Corals","Non-market Use",1,10378712667573.7,1396387127,7.43254679658308
"IND","ASIA","Corals","Non-use",1,10378712667573.7,1396387127,7.43254679658308
"IRN","MAF","Corals","Market",1,1262967880610.57,87290193,14.4686113892608
"IRN","MAF","Corals","Non-market Use",1,1262967880610.57,87290193,14.4686113892608
"IRN","MAF","Corals","Non-use",1,1262967880610.57,87290193,14.4686113892608
"ISR","MAF","Corals","Market",1,397995851463.643,9215100,43.1895314715676
"ISR","MAF","Corals","Non-market Use",1,397995851463.643,9215100,43.1895314715676
"ISR","MAF","Corals","Non-use",1,397995851463.643,9215100,43.1895314715676
"JAM","LAM","Corals","Market",1,25981430581.2625,2820436,9.21184901244435
"JAM","LAM","Corals","Non-market Use",1,25981430581.2625,2820436,9.21184901244435
"JAM","LAM","Corals","Non-use",1,25981430581.2625,2820436,9.21184901244435
"JOR","MAF","Corals","Market",1,98033034783.6004,10928721,8.97022028319694
"JOR","MAF","Corals","Non-market Use",1,98033034783.6004,10928721,8.97022028319694
"JOR","MAF","Corals","Non-use",1,98033034783.6004,10928721,8.97022028319694
"JPN","OECD","Corals","Market",1,5459310569514.2,126261000,43.2382966198129
"JPN","OECD","Corals","Non-market Use",1,5459310569514.2,126261000,43.2382966198129
"JPN","OECD","Corals","Non-use",1,5459310569514.2,126261000,43.2382966198129
"KEN","MAF","Corals","Market",1,264084005302.165,51985780,5.07992772835504
"KEN","MAF","Corals","Non-market Use",1,264084005302.165,51985780,5.07992772835504
"KEN","MAF","Corals","Non-use",1,264084005302.165,51985780,5.07992772835504
"KHM","ASIA","Corals","Market",1,75166667854.1203,16396860,4.58421111445242
"KHM","ASIA","Corals","Non-market Use",1,75166667854.1203,16396860,4.58421111445242
"KHM","ASIA","Corals","Non-use",1,75166667854.1203,16396860,4.58421111445242
"KWT","MAF","Corals","Market",1,207575055837.52,4360444,47.604110002908
"KWT","MAF","Corals","Non-market Use",1,207575055837.52,4360444,47.604110002908
"KWT","MAF","Corals","Non-use",1,207575055837.52,4360444,47.604110002908
"LCA","LAM","Corals","Market",1,2985681510.61095,179237,16.6577297690262
"LCA","LAM","Corals","Non-market Use",1,2985681510.61095,179237,16.6577297690262
"LCA","LAM","Corals","Non-use",1,2985681510.61095,179237,16.6577297690262
"LKA","ASIA","Corals","Market",1,304381510747.019,21919000,13.8866513411661
"LKA","ASIA","Corals","Non-market Use",1,304381510747.019,21919000,13.8866513411661
"LKA","ASIA","Corals","Non-use",1,304381510747.019,21919000,13.8866513411661
"MDG","MAF","Corals","Market",1,44910601332.5875,28225177,1.59115393085356
"MDG","MAF","Corals","Non-market Use",1,44910601332.5875,28225177,1.59115393085356
"MDG","MAF","Corals","Non-use",1,44910601332.5875,28225177,1.59115393085356
"MDV","ASIA","Corals","Market",14.1739021888987,7144935724.77748,514438,13.8888179426432
"MDV","ASIA","Corals","Non-market Use",26.5901199962408,7144935724.77748,514438,13.8888179426432
"MDV","ASIA","Corals","Non-use",40.9859200977019,7144935724.77748,514438,13.8888179426432
"MEX","LAM","Corals","Market",1,2532194390753.47,125998302,20.0970517106927
"MEX","LAM","Corals","Non-market Use",1,2532194390753.47,125998302,20.0970517106927
"MEX","LAM","Corals","Non-use",1,2532194390753.47,125998302,20.0970517106927
"MOZ","MAF","Corals","Market",1,45132727321.6262,31178239,1.44757140778946
"MOZ","MAF","Corals","Non-market Use",1,45132727321.6262,31178239,1.44757140778946
"MOZ","MAF","Corals","Non-use",1,45132727321.6262,31178239,1.44757140778946
"MUS","MAF","Corals","Market",2.57836649104127,27845555062.1668,1266014,21.9946659848681
"MUS","MAF","Corals","Non-market Use",4.83699361526358,27845555062.1668,1266014,21.9946659848681
"MUS","MAF","Corals","Non-use",7.45572542945705,27845555062.1668,1266014,21.9946659848681
"MYS","ASIA","Corals","Market",1,989886134294.711,33199993,29.8158537049906
"MYS","ASIA","Corals","Non-market Use",1,989886134294.711,33199993,29.8158537049906
"MYS","ASIA","Corals","Non-use",1,989886134294.711,33199993,29.8158537049906
"NIC","LAM","Corals","Market",1,42685563138.5411,6755895,6.31826917655486
"NIC","LAM","Corals","Non-market Use",1,42685563138.5411,6755895,6.31826917655486
"NIC","LAM","Corals","Non-use",1,42685563138.5411,6755895,6.31826917655486
"NLD","OECD","Corals","Market",1,1117665801491.7,17441500,64.0808302893501
"NLD","OECD","Corals","Non-market Use",1,1117665801491.7,17441500,64.0808302893501
"NLD","OECD","Corals","Non-use",1,1117665801491.7,17441500,64.0808302893501
"NZL","OECD","Corals","Market",1,235622231915.545,5090200,46.2893858621557
"NZL","OECD","Corals","Non-market Use",1,235622231915.545,5090200,46.2893858621557
"NZL","OECD","Corals","Non-use",1,235622231915.545,5090200,46.2893858621557
"OMN","MAF","Corals","Market",1,170707675007.84,4543399,37.5726796189021
"OMN","MAF","Corals","Non-market Use",1,170707675007.84,4543399,37.5726796189021
"OMN","MAF","Corals","Non-use",1,170707675007.84,4543399,37.5726796189021
"PAN","LAM","Corals","Market",1,116057432912.962,4294396,27.0253215849125
"PAN","LAM","Corals","Non-market Use",1,116057432912.962,4294396,27.0253215849125
"PAN","LAM","Corals","Non-use",1,116057432912.962,4294396,27.0253215849125
"PHL","ASIA","Corals","Market",1,947667774087.591,112190977,8.44691613736095
"PHL","ASIA","Corals","Non-market Use",1,947667774087.591,112190977,8.44691613736095
"PHL","ASIA","Corals","Non-use",1,947667774087.591,112190977,8.44691613736095
"PNG","ASIA","Corals","Market",1,40039960436.3357,9749640,4.10681424507322
"PNG","ASIA","Corals","Non-market Use",1.22220868228467,40039960436.3357,9749640,4.10681424507322
"PNG","ASIA","Corals","Non-use",1.88390828630781,40039960436.3357,9749640,4.10681424507322
"SAU","MAF","Corals","Market",1,1633870015239.06,35997107,45.3889257055868
"SAU","MAF","Corals","Non-market Use",1,1633870015239.06,35997107,45.3889257055868
"SAU","MAF","Corals","Non-use",1,1633870015239.06,35997107,45.3889257055868
"SDN","MAF","Corals","Market",1,159141858245.694,44440486,3.58101075325085
"SDN","MAF","Corals","Non-market Use",1,159141858245.694,44440486,3.58101075325085
"SDN","MAF","Corals","Non-use",1,159141858245.694,44440486,3.58101075325085
"SGP","ASIA","Corals","Market",1,655597140120.973,5685807,115.304149458639
"SGP","ASIA","Corals","Non-market Use",1,655597140120.973,5685807,115.304149458639
"SGP","ASIA","Corals","Non-use",1,655597140120.973,5685807,115.304149458639
"SLB","ASIA","Corals","Market",3.80499996629553,1873208743.84805,691191,2.71011738267433
"SLB","ASIA","Corals","Non-market Use",7.13814758568977,1873208743.84805,691191,2.71011738267433
"SLB","ASIA","Corals","Non-use",11.0027162959041,1873208743.84805,691191,2.71011738267433
"SOM","MAF","Corals","Market",1,24149751172.1372,16537016,1.46034515369261
"SOM","MAF","Corals","Non-market Use",1,24149751172.1372,16537016,1.46034515369261
"SOM","MAF","Corals","Non-use",1,24149751172.1372,16537016,1.46034515369261
"THA","ASIA","Corals","Market",1,1429716667768.12,71475664,20.0028455526922
"THA","ASIA","Corals","Non-market Use",1,1429716667768.12,71475664,20.0028455526922
"THA","ASIA","Corals","Non-use",1,1429716667768.12,71475664,20.0028455526922
"TLS","ASIA","Corals","Market",1,8742267528.89534,1299995,6.72484704086965
"TLS","ASIA","Corals","Non-market Use",1,8742267528.89534,1299995,6.72484704086965
"TLS","ASIA","Corals","Non-use",1,8742267528.89534,1299995,6.72484704086965
"TON","ASIA","Corals","Market",7.07429881514908,734405892.381949,105254,6.97746301691099
"TON","ASIA","Corals","Non-market Use",13.271324429726,734405892.381949,105254,6.97746301691099
"TON","ASIA","Corals","Non-use",20.4563741248376,734405892.381949,105254,6.97746301691099
"TTO","LAM","Corals","Market",1,42598557065.8992,1518147,28.0595733258368
"TTO","LAM","Corals","Non-market Use",1,42598557065.8992,1518147,28.0595733258368
"TTO","LAM","Corals","Non-use",1,42598557065.8992,1518147,28.0595733258368
"TZA","MAF","Corals","Market",1,203975515772.129,61704518,3.30568202108197
"TZA","MAF","Corals","Non-market Use",1,203975515772.129,61704518,3.30568202108197
"TZA","MAF","Corals","Non-use",1,203975515772.129,61704518,3.30568202108197
"USA","OECD","Corals","Market",1,22300552960504.8,331526933,67.266187874108
"USA","OECD","Corals","Non-market Use",1,22300552960504.8,331526933,67.266187874108
"USA","OECD","Corals","Non-use",1,22300552960504.8,331526933,67.266187874108
"VCT","LAM","Corals","Market",1,1623037920.07817,104632,15.5118694097233
"VCT","LAM","Corals","Non-market Use",1,1623037920.07817,104632,15.5118694097233
"VCT","LAM","Corals","Non-use",1,1623037920.07817,104632,15.5118694097233
"VEN","LAM","Corals","Market",1,NA,28490453,NA
"VEN","LAM","Corals","Non-market Use",1,NA,28490453,NA
"VEN","LAM","Corals","Non-use",1,NA,28490453,NA
"VNM","ASIA","Corals","Market",1,1162375387665.02,96648685,12.0268101698954
"VNM","ASIA","Corals","Non-market Use",1,1162375387665.02,96648685,12.0268101698954
"VNM","ASIA","Corals","Non-use",1,1162375387665.02,96648685,12.0268101698954
"VUT","ASIA","Corals","Market",1.01743823345456,974640312.02063,311685,3.12700422548608
"VUT","ASIA","Corals","Non-market Use",1.90870547544127,974640312.02063,311685,3.12700422548608
"VUT","ASIA","Corals","Non-use",2.94207209736329,974640312.02063,311685,3.12700422548608
"WSM","ASIA","Corals","Market",1,1430162216.95336,214929,6.65411469347254
"WSM","ASIA","Corals","Non-market Use",1.4607263994093,1430162216.95336,214929,6.65411469347254
"WSM","ASIA","Corals","Non-use",2.25155868041429,1430162216.95336,214929,6.65411469347254
"YEM","MAF","Corals","Market",1,NA,32284046,NA
"YEM","MAF","Corals","Non-market Use",1,NA,32284046,NA
"YEM","MAF","Corals","Non-use",1,NA,32284046,NA
"ZAF","OECD","Corals","Market",1,803930033737.128,58801927,13.6718314305776
"ZAF","OECD","Corals","Non-market Use",1,803930033737.128,58801927,13.6718314305776
"ZAF","OECD","Corals","Non-use",1,803930033737.128,58801927,13.6718314305776
"ABW","LAM","Ports","Market",1.09640657816082,3190629465.58086,106585,29.9350702780022
"AGO","MAF","Ports","Market",1,252789131669.92,33428486,7.56208736674225
"ALB","REF","Ports","Market",1,41982720618.4745,2837849,14.7938528859268
"ARE","MAF","Ports","Market",1,618444247716.259,9287289,66.5903955089864
"ARG","LAM","Ports","Market",1,1079321900605.97,45376763,23.7857843805643
"AUS","OECD","Ports","Market",1,1444006380031.66,25649248,56.2981955662661
"BEL","OECD","Ports","Market",1,673136289291.464,11538604,58.3377581284065
"BEN","MAF","Ports","Market",1,43364987288.175,12643123,3.42992686919007
"BGD","ASIA","Ports","Market",1,1166613553390.4,167420951,6.96814554225295
"BGR","REF","Ports","Market",1,187847369125.855,6934015,27.0907070616165
"BHR","MAF","Ports","Market",1,77522978113.816,1477469,52.4701216159635
"BHS","LAM","Ports","Market",1.76604953621973,10077516213.8323,406471,24.7927065247762
"BLZ","LAM","Ports","Market",1,3923484265.5722,394921,9.93485853011665
"BRA","LAM","Ports","Market",1,3615574021216.43,213196304,16.9588963475485
"BRB","LAM","Ports","Market",1,4198038554.94363,280693,14.9559787915752
"BRN","ASIA","Ports","Market",1,35917994917.4561,441725,81.3130226214412
"CAN","OECD","Ports","Market",1,2025972302247.91,38028638,53.2749109302287
"CHL","LAM","Ports","Market",1,508630596663.334,19300315,26.3534868038855
"CHN","ASIA","Ports","Market",1,26576353594843,1411100000,18.8337847033116
"CIV","MAF","Ports","Market",1,167357279085.193,26811790,6.24192860995827
"CMR","MAF","Ports","Market",1,124802438898.501,26491087,4.7111105293075
"COG","MAF","Ports","Market",1,36533150703.5037,5702174,6.40688107790181
"COL","LAM","Ports","Market",1,817711118547.378,50930662,16.0553797346553
"COM","MAF","Ports","Market",1,2757270870.13927,806166,3.42022718663311
"CPV","MAF","Ports","Market",1,3709738572.23108,582640,6.36711961456659
"CRI","LAM","Ports","Market",1,113169448758.601,5123105,22.0900115766905
"CYP","REF","Ports","Market",1,39702386825.0788,1237537,32.0817776156016
"DEU","OECD","Ports","Market",1,4995100111123.74,83160871,60.065509789138
"DJI","MAF","Ports","Market",1,6380479642.79444,1090156,5.85281339807738
"DNK","OECD","Ports","Market",1,383044686083.86,5831404,65.6865286788327
"DOM","LAM","Ports","Market",1,217098214927.192,10999664,19.7368042266738
"DZA","MAF","Ports","Market",1,625255146236.089,43451666,14.3896702657175
"ECU","LAM","Ports","Market",1,218010165471.528,17588595,12.3949733035258
"EGY","MAF","Ports","Market",1,1673531030392.09,107465134,15.5727813114911
"ESP","OECD","Ports","Market",1,1943838239090.75,47365655,41.0389814959964
"EST","REF","Ports","Market",1,55411792917.2665,1329522,41.6779811972021
"FIN","OECD","Ports","Market",1,311371999879.4,5529543,56.3106209463241
"FJI","ASIA","Ports","Market",1,10297880948.9337,920422,11.1882168711023
"FRA","OECD","Ports","Market",1,3427510236825.16,67571107,50.7244943733889
"GAB","MAF","Ports","Market",1,45113336047.1522,2292573,19.6780368813347
"GBR","OECD","Ports","Market",1,3259058619205.67,67081234,48.5837606864189
"GEO","REF","Ports","Market",1,63402112372.6154,3722716,17.0311440283426
"GHA","MAF","Ports","Market",1,204486487774.301,32180401,6.35437972865226
"GIN","MAF","Ports","Market",1,48645702063.7652,13205153,3.68384236545879
"GMB","MAF","Ports","Market",1,6798313576.12098,2573995,2.64115259591451
"GNB","MAF","Ports","Market",1,4412004453.13739,2015828,2.18868100509438
"GNQ","MAF","Ports","Market",1,29332985518.4104,1596049,18.3784993558534
"GRC","OECD","Ports","Market",1,321993861143.427,10698599,30.0968249341271
"GRD","LAM","Ports","Market",1,1705177563.59537,123663,13.7889066543378
"GTM","LAM","Ports","Market",1,191789996581.405,16858333,11.3765694734708
"GUY","LAM","Ports","Market",1,15537984993.3111,797202,19.4906497892769
"HKG","ASIA","Ports","Market",1,458798927893.01,7481000,61.3285560610894
"HND","LAM","Ports","Market",1,56703014340.7969,10121763,5.60208872118394
"HRV","REF","Ports","Market",1,127762801336.611,4047680,31.5644520655316
