"countrycode","R5","capital","category","value_capped","GDP_2020usd","Pop2020","GDP_per_capita_thousand_2020USD"
"PRT","OECD","Fisheries & Mariculture","Non-market Use",1,380057453682.471,10297081,36.9092419184108
"ROU","REF","Fisheries & Mariculture","Non-market Use",1,686837568376.907,19265250,35.6516301826816
"RUS","REF","Fisheries & Mariculture","Non-market Use",1,5427716010814.12,145245148,37.3693447633385
"SAU","MAF","Fisheries & Mariculture","Non-market Use",1,1633870015239.06,35997107,45.3889257055868
"SDN","MAF","Fisheries & Mariculture","Non-market Use",1,159141858245.694,44440486,3.58101075325085
"SEN","MAF","Fisheries & Mariculture","Non-market Use",8.3521052927444,67459775215.5858,16436120,4.10436132223334
"SLB","ASIA","Fisheries & Mariculture","Non-market Use",33.1187813443063,1873208743.84805,691191,2.71011738267433
"SLE","MAF","Fisheries & Mariculture","Non-market Use",46.634752828706,13135733266.7475,8233970,1.59530982827816
"SLV","LAM","Fisheries & Mariculture","Non-market Use",1,60429252054.6952,6292731,9.60302483209519
"SUR","LAM","Fisheries & Mariculture","Non-market Use",1.29001124845744,11590208978.5424,607065,19.0922042590866
"SVN","REF","Fisheries & Mariculture","Non-market Use",1,90576970141.3813,2102419,43.0822638785995
"SWE","OECD","Fisheries & Mariculture","Non-market Use",1,621875638386.034,10353442,60.064627626835
"TGO","MAF","Fisheries & Mariculture","Non-market Use",9.97701205511637,21588061755.9783,8442580,2.55704556616322
"THA","ASIA","Fisheries & Mariculture","Non-market Use",1.59176640042498,1429716667768.12,71475664,20.0028455526922
"TLS","ASIA","Fisheries & Mariculture","Non-market Use",1.32027904572092,8742267528.89534,1299995,6.72484704086965
"TTO","LAM","Fisheries & Mariculture","Non-market Use",1,42598557065.8992,1518147,28.0595733258368
"TUN","MAF","Fisheries & Mariculture","Non-market Use",1.70047294384191,142541525685.934,12161723,11.7205042152279
"TUR","REF","Fisheries & Mariculture","Non-market Use",1,2388933992735.03,83384680,28.6495552028865
"TZA","MAF","Fisheries & Mariculture","Non-market Use",1,203975515772.129,61704518,3.30568202108197
"UKR","REF","Fisheries & Mariculture","Non-market Use",1,721606731034.35,44207754,16.3230805852374
"URY","LAM","Fisheries & Mariculture","Non-market Use",1,94734678136.4358,3429086,27.6268014673402
"USA","OECD","Fisheries & Mariculture","Non-market Use",1,22300552960504.8,331526933,67.266187874108
"VCT","LAM","Fisheries & Mariculture","Non-market Use",1.31074182120576,1623037920.07817,104632,15.5118694097233
"VNM","ASIA","Fisheries & Mariculture","Non-market Use",2.13798286008107,1162375387665.02,96648685,12.0268101698954
"VUT","ASIA","Fisheries & Mariculture","Non-market Use",19.7703653479586,974640312.02063,311685,3.12700422548608
"WSM","ASIA","Fisheries & Mariculture","Non-market Use",7.35295072445409,1430162216.95336,214929,6.65411469347254
"ZAF","OECD","Fisheries & Mariculture","Non-market Use",1,803930033737.128,58801927,13.6718314305776
"AGO","MAF","Mangroves","Non-use",1,252789131669.92,33428486,7.56208736674225
"AGO","MAF","Mangroves","Market",1,252789131669.92,33428486,7.56208736674225
"AGO","MAF","Mangroves","Non-market Use",1,252789131669.92,33428486,7.56208736674225
"ARE","MAF","Mangroves","Non-use",1,618444247716.259,9287289,66.5903955089864
"ARE","MAF","Mangroves","Market",1,618444247716.259,9287289,66.5903955089864
"ARE","MAF","Mangroves","Non-market Use",1,618444247716.259,9287289,66.5903955089864
"ASM","ASIA","Mangroves","Non-use",1,NA,46189,NA
"ASM","ASIA","Mangroves","Market",1,NA,46189,NA
"ASM","ASIA","Mangroves","Non-market Use",1,NA,46189,NA
"AUS","OECD","Mangroves","Non-use",1,1444006380031.66,25649248,56.2981955662661
"AUS","OECD","Mangroves","Market",1,1444006380031.66,25649248,56.2981955662661
"AUS","OECD","Mangroves","Non-market Use",1,1444006380031.66,25649248,56.2981955662661
"BEN","MAF","Mangroves","Non-use",1,43364987288.175,12643123,3.42992686919007
"BEN","MAF","Mangroves","Market",1,43364987288.175,12643123,3.42992686919007
"BEN","MAF","Mangroves","Non-market Use",1,43364987288.175,12643123,3.42992686919007
"BGD","ASIA","Mangroves","Non-use",1,1166613553390.4,167420951,6.96814554225295
"BGD","ASIA","Mangroves","Market",1,1166613553390.4,167420951,6.96814554225295
"BGD","ASIA","Mangroves","Non-market Use",1,1166613553390.4,167420951,6.96814554225295
"BHS","LAM","Mangroves","Non-use",1,10077516213.8323,406471,24.7927065247762
"BHS","LAM","Mangroves","Market",1,10077516213.8323,406471,24.7927065247762
"BHS","LAM","Mangroves","Non-market Use",1,10077516213.8323,406471,24.7927065247762
"BLZ","LAM","Mangroves","Non-use",1,3923484265.5722,394921,9.93485853011665
"BLZ","LAM","Mangroves","Market",1.67068970526533,3923484265.5722,394921,9.93485853011665
"BLZ","LAM","Mangroves","Non-market Use",1,3923484265.5722,394921,9.93485853011665
"BRA","LAM","Mangroves","Non-use",1,3615574021216.43,213196304,16.9588963475485
"BRA","LAM","Mangroves","Market",1,3615574021216.43,213196304,16.9588963475485
"BRA","LAM","Mangroves","Non-market Use",1,3615574021216.43,213196304,16.9588963475485
"BRN","ASIA","Mangroves","Non-use",1,35917994917.4561,441725,81.3130226214412
"BRN","ASIA","Mangroves","Market",1,35917994917.4561,441725,81.3130226214412
"BRN","ASIA","Mangroves","Non-market Use",1,35917994917.4561,441725,81.3130226214412
"CHN","ASIA","Mangroves","Non-use",1,26576353594843,1411100000,18.8337847033116
"CHN","ASIA","Mangroves","Market",1,26576353594843,1411100000,18.8337847033116
"CHN","ASIA","Mangroves","Non-market Use",1,26576353594843,1411100000,18.8337847033116
"CIV","MAF","Mangroves","Non-use",1,167357279085.193,26811790,6.24192860995827
"CIV","MAF","Mangroves","Market",1,167357279085.193,26811790,6.24192860995827
"CIV","MAF","Mangroves","Non-market Use",1,167357279085.193,26811790,6.24192860995827
"CMR","MAF","Mangroves","Non-use",1,124802438898.501,26491087,4.7111105293075
"CMR","MAF","Mangroves","Market",1,124802438898.501,26491087,4.7111105293075
"CMR","MAF","Mangroves","Non-market Use",1,124802438898.501,26491087,4.7111105293075
"COG","MAF","Mangroves","Non-use",1,36533150703.5037,5702174,6.40688107790181
"COG","MAF","Mangroves","Market",1,36533150703.5037,5702174,6.40688107790181
"COG","MAF","Mangroves","Non-market Use",1,36533150703.5037,5702174,6.40688107790181
"COL","LAM","Mangroves","Non-use",1,817711118547.378,50930662,16.0553797346553
"COL","LAM","Mangroves","Market",1,817711118547.378,50930662,16.0553797346553
"COL","LAM","Mangroves","Non-market Use",1,817711118547.378,50930662,16.0553797346553
"COM","MAF","Mangroves","Non-use",1,2757270870.13927,806166,3.42022718663311
"COM","MAF","Mangroves","Market",1,2757270870.13927,806166,3.42022718663311
"COM","MAF","Mangroves","Non-market Use",1,2757270870.13927,806166,3.42022718663311
"CRI","LAM","Mangroves","Non-use",1,113169448758.601,5123105,22.0900115766905
"CRI","LAM","Mangroves","Market",1,113169448758.601,5123105,22.0900115766905
"CRI","LAM","Mangroves","Non-market Use",1,113169448758.601,5123105,22.0900115766905
"CUB","LAM","Mangroves","Non-use",1,NA,11300698,NA
"CUB","LAM","Mangroves","Market",1,NA,11300698,NA
"CUB","LAM","Mangroves","Non-market Use",1,NA,11300698,NA
"CUW","LAM","Mangroves","Non-use",1,3679666523.43884,154947,23.7479042733247
"CUW","LAM","Mangroves","Market",1,3679666523.43884,154947,23.7479042733247
"CUW","LAM","Mangroves","Non-market Use",1,3679666523.43884,154947,23.7479042733247
"CYM","LAM","Mangroves","Non-use",1,4955504353.31131,67311,73.6210181591614
"CYM","LAM","Mangroves","Market",1,4955504353.31131,67311,73.6210181591614
"CYM","LAM","Mangroves","Non-market Use",1,4955504353.31131,67311,73.6210181591614
"DJI","MAF","Mangroves","Non-use",1,6380479642.79444,1090156,5.85281339807738
"DJI","MAF","Mangroves","Market",1,6380479642.79444,1090156,5.85281339807738
"DJI","MAF","Mangroves","Non-market Use",1,6380479642.79444,1090156,5.85281339807738
"DOM","LAM","Mangroves","Non-use",1,217098214927.192,10999664,19.7368042266738
"DOM","LAM","Mangroves","Market",1,217098214927.192,10999664,19.7368042266738
"DOM","LAM","Mangroves","Non-market Use",1,217098214927.192,10999664,19.7368042266738
"ECU","LAM","Mangroves","Non-use",1,218010165471.528,17588595,12.3949733035258
"ECU","LAM","Mangroves","Market",1,218010165471.528,17588595,12.3949733035258
"ECU","LAM","Mangroves","Non-market Use",1,218010165471.528,17588595,12.3949733035258
"EGY","MAF","Mangroves","Non-use",1,1673531030392.09,107465134,15.5727813114911
"EGY","MAF","Mangroves","Market",1,1673531030392.09,107465134,15.5727813114911
"EGY","MAF","Mangroves","Non-market Use",1,1673531030392.09,107465134,15.5727813114911
"ERI","MAF","Mangroves","Non-use",1,NA,3555868,NA
"ERI","MAF","Mangroves","Market",1,NA,3555868,NA
"ERI","MAF","Mangroves","Non-market Use",1,NA,3555868,NA
"FJI","ASIA","Mangroves","Non-use",1,10297880948.9337,920422,11.1882168711023
"FJI","ASIA","Mangroves","Market",4.20251796970703,10297880948.9337,920422,11.1882168711023
"FJI","ASIA","Mangroves","Non-market Use",1,10297880948.9337,920422,11.1882168711023
"FSM","ASIA","Mangroves","Non-use",1,425994604.839071,112106,3.799926898106
"FSM","ASIA","Mangroves","Market",1,425994604.839071,112106,3.799926898106
"FSM","ASIA","Mangroves","Non-market Use",1,425994604.839071,112106,3.799926898106
"GAB","MAF","Mangroves","Non-use",1,45113336047.1522,2292573,19.6780368813347
"GAB","MAF","Mangroves","Market",2.35839072463846,45113336047.1522,2292573,19.6780368813347
"GAB","MAF","Mangroves","Non-market Use",1,45113336047.1522,2292573,19.6780368813347
"GHA","MAF","Mangroves","Non-use",1,204486487774.301,32180401,6.35437972865226
"GHA","MAF","Mangroves","Market",1,204486487774.301,32180401,6.35437972865226
"GHA","MAF","Mangroves","Non-market Use",1,204486487774.301,32180401,6.35437972865226
"GIN","MAF","Mangroves","Non-use",1,48645702063.7652,13205153,3.68384236545879
"GIN","MAF","Mangroves","Market",3.72165495833087,48645702063.7652,13205153,3.68384236545879
"GIN","MAF","Mangroves","Non-market Use",1,48645702063.7652,13205153,3.68384236545879
"GNB","MAF","Mangroves","Non-use",1,4412004453.13739,2015828,2.18868100509438
"GNB","MAF","Mangroves","Market",7.53650152220614,4412004453.13739,2015828,2.18868100509438
"GNB","MAF","Mangroves","Non-market Use",1,4412004453.13739,2015828,2.18868100509438
"GNQ","MAF","Mangroves","Non-use",1,29332985518.4104,1596049,18.3784993558534
"GNQ","MAF","Mangroves","Market",1,29332985518.4104,1596049,18.3784993558534
"GNQ","MAF","Mangroves","Non-market Use",1,29332985518.4104,1596049,18.3784993558534
"GRD","LAM","Mangroves","Non-use",1,1705177563.59537,123663,13.7889066543378
"GRD","LAM","Mangroves","Market",1,1705177563.59537,123663,13.7889066543378
"GRD","LAM","Mangroves","Non-market Use",1,1705177563.59537,123663,13.7889066543378
"GTM","LAM","Mangroves","Non-use",1,191789996581.405,16858333,11.3765694734708
"GTM","LAM","Mangroves","Market",1,191789996581.405,16858333,11.3765694734708
"GTM","LAM","Mangroves","Non-market Use",1,191789996581.405,16858333,11.3765694734708
"GUF","LAM","Mangroves","Non-use",1,NA,NA,NA
"GUF","LAM","Mangroves","Market",1,NA,NA,NA
"GUF","LAM","Mangroves","Non-market Use",1,NA,NA,NA
"GUM","ASIA","Mangroves","Non-use",1,NA,169231,NA
"GUM","ASIA","Mangroves","Market",1,NA,169231,NA
"GUM","ASIA","Mangroves","Non-market Use",1,NA,169231,NA
"GUY","LAM","Mangroves","Non-use",1,15537984993.3111,797202,19.4906497892769
"GUY","LAM","Mangroves","Market",1,15537984993.3111,797202,19.4906497892769
"GUY","LAM","Mangroves","Non-market Use",1,15537984993.3111,797202,19.4906497892769
"HND","LAM","Mangroves","Non-use",1,56703014340.7969,10121763,5.60208872118394
"HND","LAM","Mangroves","Market",1,56703014340.7969,10121763,5.60208872118394
"HND","LAM","Mangroves","Non-market Use",1,56703014340.7969,10121763,5.60208872118394
"HTI","LAM","Mangroves","Non-use",1,36311732131.5742,11306801,3.21149475714432
"HTI","LAM","Mangroves","Market",1,36311732131.5742,11306801,3.21149475714432
"HTI","LAM","Mangroves","Non-market Use",1,36311732131.5742,11306801,3.21149475714432
"IDN","ASIA","Mangroves","Non-use",1,3404556313997.13,271857970,12.523290429915
"IDN","ASIA","Mangroves","Market",1,3404556313997.13,271857970,12.523290429915
"IDN","ASIA","Mangroves","Non-market Use",1,3404556313997.13,271857970,12.523290429915
"IND","ASIA","Mangroves","Non-use",1,10378712667573.7,1396387127,7.43254679658308
"IND","ASIA","Mangroves","Market",1,10378712667573.7,1396387127,7.43254679658308
"IND","ASIA","Mangroves","Non-market Use",1,10378712667573.7,1396387127,7.43254679658308
"IRN","MAF","Mangroves","Non-use",1,1262967880610.57,87290193,14.4686113892608
"IRN","MAF","Mangroves","Market",1,1262967880610.57,87290193,14.4686113892608
"IRN","MAF","Mangroves","Non-market Use",1,1262967880610.57,87290193,14.4686113892608
"JAM","LAM","Mangroves","Non-use",1,25981430581.2625,2820436,9.21184901244435
"JAM","LAM","Mangroves","Market",1,25981430581.2625,2820436,9.21184901244435
"JAM","LAM","Mangroves","Non-market Use",1,25981430581.2625,2820436,9.21184901244435
"JPN","OECD","Mangroves","Non-use",1,5459310569514.2,126261000,43.2382966198129
"JPN","OECD","Mangroves","Market",1,5459310569514.2,126261000,43.2382966198129
"JPN","OECD","Mangroves","Non-market Use",1,5459310569514.2,126261000,43.2382966198129
"KEN","MAF","Mangroves","Non-use",1,264084005302.165,51985780,5.07992772835504
"KEN","MAF","Mangroves","Market",1,264084005302.165,51985780,5.07992772835504
"KEN","MAF","Mangroves","Non-market Use",1,264084005302.165,51985780,5.07992772835504
"KHM","ASIA","Mangroves","Non-use",1,75166667854.1203,16396860,4.58421111445242
"KHM","ASIA","Mangroves","Market",1,75166667854.1203,16396860,4.58421111445242
"KHM","ASIA","Mangroves","Non-market Use",1,75166667854.1203,16396860,4.58421111445242
"LBR","MAF","Mangroves","Non-use",1,7710687112.95704,5087584,1.5155891505589
"LBR","MAF","Mangroves","Market",1,7710687112.95704,5087584,1.5155891505589
"LBR","MAF","Mangroves","Non-market Use",1,7710687112.95704,5087584,1.5155891505589
"LCA","LAM","Mangroves","Non-use",1,2985681510.61095,179237,16.6577297690262
"LCA","LAM","Mangroves","Market",1,2985681510.61095,179237,16.6577297690262
"LCA","LAM","Mangroves","Non-market Use",1,2985681510.61095,179237,16.6577297690262
"LKA","ASIA","Mangroves","Non-use",1,304381510747.019,21919000,13.8866513411661
"LKA","ASIA","Mangroves","Market",1,304381510747.019,21919000,13.8866513411661
"LKA","ASIA","Mangroves","Non-market Use",1,304381510747.019,21919000,13.8866513411661
"MDG","MAF","Mangroves","Non-use",1,44910601332.5875,28225177,1.59115393085356
"MDG","MAF","Mangroves","Market",1.219148189327,44910601332.5875,28225177,1.59115393085356
"MDG","MAF","Mangroves","Non-market Use",1,44910601332.5875,28225177,1.59115393085356
"MEX","LAM","Mangroves","Non-use",1,2532194390753.47,125998302,20.0970517106927
"MEX","LAM","Mangroves","Market",1.16035178919947,2532194390753.47,125998302,20.0970517106927
"MEX","LAM","Mangroves","Non-market Use",1,2532194390753.47,125998302,20.0970517106927
"MMR","ASIA","Mangroves","Non-use",1,314220151769.184,53423198,5.881717372464
"MMR","ASIA","Mangroves","Market",1,314220151769.184,53423198,5.881717372464
"MMR","ASIA","Mangroves","Non-market Use",1,314220151769.184,53423198,5.881717372464
"MOZ","MAF","Mangroves","Non-use",1,45132727321.6262,31178239,1.44757140778946
"MOZ","MAF","Mangroves","Market",1,45132727321.6262,31178239,1.44757140778946
"MOZ","MAF","Mangroves","Non-market Use",1,45132727321.6262,31178239,1.44757140778946
"MRT","MAF","Mangroves","Non-use",1,27431664470.7931,4498604,6.09781711633055
"MRT","MAF","Mangroves","Market",1,27431664470.7931,4498604,6.09781711633055
"MRT","MAF","Mangroves","Non-market Use",1,27431664470.7931,4498604,6.09781711633055
"MTQ","LAM","Mangroves","Non-use",1,NA,NA,NA
"MTQ","LAM","Mangroves","Market",1,NA,NA,NA
"MTQ","LAM","Mangroves","Non-market Use",1,NA,NA,NA
"MUS","MAF","Mangroves","Non-use",1,27845555062.1668,1266014,21.9946659848681
"MUS","MAF","Mangroves","Market",1,27845555062.1668,1266014,21.9946659848681
"MUS","MAF","Mangroves","Non-market Use",1,27845555062.1668,1266014,21.9946659848681
"MYS","ASIA","Mangroves","Non-use",1,989886134294.711,33199993,29.8158537049906
"MYS","ASIA","Mangroves","Market",1,989886134294.711,33199993,29.8158537049906
"MYS","ASIA","Mangroves","Non-market Use",1,989886134294.711,33199993,29.8158537049906
"MYT","MAF","Mangroves","Non-use",1,NA,NA,NA
"MYT","MAF","Mangroves","Market",1,NA,NA,NA
"MYT","MAF","Mangroves","Non-market Use",1,NA,NA,NA
"NCL","ASIA","Mangroves","Non-use",1,NA,271080,NA
"NCL","ASIA","Mangroves","Market",1,NA,271080,NA
"NCL","ASIA","Mangroves","Non-market Use",1,NA,271080,NA
"NGA","MAF","Mangroves","Non-use",1,1157867757369.25,208327405,5.55792339164043
"NGA","MAF","Mangroves","Market",2.15218009976612,1157867757369.25,208327405,5.55792339164043
"NGA","MAF","Mangroves","Non-market Use",1,1157867757369.25,208327405,5.55792339164043
"NIC","LAM","Mangroves","Non-use",1,42685563138.5411,6755895,6.31826917655486
"NIC","LAM","Mangroves","Market",1,42685563138.5411,6755895,6.31826917655486
"NIC","LAM","Mangroves","Non-market Use",1,42685563138.5411,6755895,6.31826917655486
"NZL","OECD","Mangroves","Non-use",1,235622231915.545,5090200,46.2893858621557
"NZL","OECD","Mangroves","Market",1,235622231915.545,5090200,46.2893858621557
"NZL","OECD","Mangroves","Non-market Use",1,235622231915.545,5090200,46.2893858621557
"OMN","MAF","Mangroves","Non-use",1,170707675007.84,4543399,37.5726796189021
"OMN","MAF","Mangroves","Market",1,170707675007.84,4543399,37.5726796189021
"OMN","MAF","Mangroves","Non-market Use",1,170707675007.84,4543399,37.5726796189021
"PAK","ASIA","Mangroves","Non-use",1,1206737395064.25,227196741,5.3114203564401
"PAK","ASIA","Mangroves","Market",1,1206737395064.25,227196741,5.3114203564401
"PAK","ASIA","Mangroves","Non-market Use",1,1206737395064.25,227196741,5.3114203564401
"PAN","LAM","Mangroves","Non-use",1,116057432912.962,4294396,27.0253215849125
"PAN","LAM","Mangroves","Market",1,116057432912.962,4294396,27.0253215849125
"PAN","LAM","Mangroves","Non-market Use",1,116057432912.962,4294396,27.0253215849125
"PER","LAM","Mangroves","Non-use",1,446999457900.808,33304756,13.4214902490446
"PER","LAM","Mangroves","Market",1,446999457900.808,33304756,13.4214902490446
"PER","LAM","Mangroves","Non-market Use",1,446999457900.808,33304756,13.4214902490446
"PHL","ASIA","Mangroves","Non-use",1,947667774087.591,112190977,8.44691613736095
"PHL","ASIA","Mangroves","Market",1,947667774087.591,112190977,8.44691613736095
"PHL","ASIA","Mangroves","Non-market Use",1,947667774087.591,112190977,8.44691613736095
"PNG","ASIA","Mangroves","Non-use",1,40039960436.3357,9749640,4.10681424507322
"PNG","ASIA","Mangroves","Market",1,40039960436.3357,9749640,4.10681424507322
"PNG","ASIA","Mangroves","Non-market Use",1,40039960436.3357,9749640,4.10681424507322
"PRI","LAM","Mangroves","Non-use",1,131826020840.194,3281557,40.1717906591883
"PRI","LAM","Mangroves","Market",1,131826020840.194,3281557,40.1717906591883
"PRI","LAM","Mangroves","Non-market Use",1,131826020840.194,3281557,40.1717906591883
"PYF","ASIA","Mangroves","Non-use",1,NA,301920,NA
"PYF","ASIA","Mangroves","Market",1,NA,301920,NA
"PYF","ASIA","Mangroves","Non-market Use",1,NA,301920,NA
"QAT","MAF","Mangroves","Non-use",1,287970239265.658,2760385,104.322490980663
"QAT","MAF","Mangroves","Market",1,287970239265.658,2760385,104.322490980663
"QAT","MAF","Mangroves","Non-market Use",1,287970239265.658,2760385,104.322490980663
"SAU","MAF","Mangroves","Non-use",1,1633870015239.06,35997107,45.3889257055868
"SAU","MAF","Mangroves","Market",1,1633870015239.06,35997107,45.3889257055868
"SAU","MAF","Mangroves","Non-market Use",1,1633870015239.06,35997107,45.3889257055868
"SDN","MAF","Mangroves","Non-use",1,159141858245.694,44440486,3.58101075325085
"SDN","MAF","Mangroves","Market",1,159141858245.694,44440486,3.58101075325085
"SDN","MAF","Mangroves","Non-market Use",1,159141858245.694,44440486,3.58101075325085
"SEN","MAF","Mangroves","Non-use",1,67459775215.5858,16436120,4.10436132223334
"SEN","MAF","Mangroves","Market",8.2733188789957,67459775215.5858,16436120,4.10436132223334
"SEN","MAF","Mangroves","Non-market Use",1,67459775215.5858,16436120,4.10436132223334
"SLB","ASIA","Mangroves","Non-use",1,1873208743.84805,691191,2.71011738267433
"SLB","ASIA","Mangroves","Market",1,1873208743.84805,691191,2.71011738267433
"SLB","ASIA","Mangroves","Non-market Use",1,1873208743.84805,691191,2.71011738267433
"SLE","MAF","Mangroves","Non-use",1,13135733266.7475,8233970,1.59530982827816
"SLE","MAF","Mangroves","Market",2.61150626943532,13135733266.7475,8233970,1.59530982827816
"SLE","MAF","Mangroves","Non-market Use",1,13135733266.7475,8233970,1.59530982827816
"SLV","LAM","Mangroves","Non-use",1,60429252054.6952,6292731,9.60302483209519
"SLV","LAM","Mangroves","Market",1,60429252054.6952,6292731,9.60302483209519
"SLV","LAM","Mangroves","Non-market Use",1,60429252054.6952,6292731,9.60302483209519
"SOM","MAF","Mangroves","Non-use",1,24149751172.1372,16537016,1.46034515369261
"SOM","MAF","Mangroves","Market",1,24149751172.1372,16537016,1.46034515369261
"SOM","MAF","Mangroves","Non-market Use",1,24149751172.1372,16537016,1.46034515369261
"STP","MAF","Mangroves","Non-use",1,1248717723.58468,218641,5.71126972335783
"STP","MAF","Mangroves","Market",1,1248717723.58468,218641,5.71126972335783
"STP","MAF","Mangroves","Non-market Use",1,1248717723.58468,218641,5.71126972335783
"SUR","LAM","Mangroves","Non-use",1,11590208978.5424,607065,19.0922042590866
"SUR","LAM","Mangroves","Market",1.27489736357682,11590208978.5424,607065,19.0922042590866
"SUR","LAM","Mangroves","Non-market Use",1,11590208978.5424,607065,19.0922042590866
"TCA","LAM","Mangroves","Non-use",1,879437839.658136,44276,19.8626307628994
"TCA","LAM","Mangroves","Market",1,879437839.658136,44276,19.8626307628994
"TCA","LAM","Mangroves","Non-market Use",1,879437839.658136,44276,19.8626307628994
"TGO","MAF","Mangroves","Non-use",1,21588061755.9783,8442580,2.55704556616322
"TGO","MAF","Mangroves","Market",1,21588061755.9783,8442580,2.55704556616322
"TGO","MAF","Mangroves","Non-market Use",1,21588061755.9783,8442580,2.55704556616322
"THA","ASIA","Mangroves","Non-use",1,1429716667768.12,71475664,20.0028455526922
"THA","ASIA","Mangroves","Market",1,1429716667768.12,71475664,20.0028455526922
"THA","ASIA","Mangroves","Non-market Use",1,1429716667768.12,71475664,20.0028455526922
"TLS","ASIA","Mangroves","Non-use",1,8742267528.89534,1299995,6.72484704086965
"TLS","ASIA","Mangroves","Market",1,8742267528.89534,1299995,6.72484704086965
"TLS","ASIA","Mangroves","Non-market Use",1,8742267528.89534,1299995,6.72484704086965
"TON","ASIA","Mangroves","Non-use",1,734405892.381949,105254,6.97746301691099
"TON","ASIA","Mangroves","Market",1,734405892.381949,105254,6.97746301691099
"TON","ASIA","Mangroves","Non-market Use",1,734405892.381949,105254,6.97746301691099
"TTO","LAM","Mangroves","Non-use",1,42598557065.8992,1518147,28.0595733258368
"TTO","LAM","Mangroves","Market",1,42598557065.8992,1518147,28.0595733258368
"TTO","LAM","Mangroves","Non-market Use",1,42598557065.8992,1518147,28.0595733258368
"TZA","MAF","Mangroves","Non-use",1,203975515772.129,61704518,3.30568202108197
"TZA","MAF","Mangroves","Market",1,203975515772.129,61704518,3.30568202108197
"TZA","MAF","Mangroves","Non-market Use",1,203975515772.129,61704518,3.30568202108197
"USA","OECD","Mangroves","Non-use",1,22300552960504.8,331526933,67.266187874108
"USA","OECD","Mangroves","Market",1,22300552960504.8,331526933,67.266187874108
"USA","OECD","Mangroves","Non-market Use",1,22300552960504.8,331526933,67.266187874108
"VCT","LAM","Mangroves","Non-use",1,1623037920.07817,104632,15.5118694097233
"VCT","LAM","Mangroves","Market",1,1623037920.07817,104632,15.5118694097233
"VCT","LAM","Mangroves","Non-market Use",1,1623037920.07817,104632,15.5118694097233
"VEN","LAM","Mangroves","Non-use",1,NA,28490453,NA
"VEN","LAM","Mangroves","Market",1,NA,28490453,NA
"VEN","LAM","Mangroves","Non-market Use",1,NA,28490453,NA
"VGB","LAM","Mangroves","Non-use",1,NA,30910,NA
"VGB","LAM","Mangroves","Market",1,NA,30910,NA
"VGB","LAM","Mangroves","Non-market Use",1,NA,30910,NA
"VIR","LAM","Mangroves","Non-use",1,4759380926.92476,106290,44.7773160873531
"VIR","LAM","Mangroves","Market",1,4759380926.92476,106290,44.7773160873531
"VIR","LAM","Mangroves","Non-market Use",1,4759380926.92476,106290,44.7773160873531
"VNM","ASIA","Mangroves","Non-use",1,1162375387665.02,96648685,12.0268101698954
"VNM","ASIA","Mangroves","Market",2.32711095100529,1162375387665.02,96648685,12.0268101698954
"VNM","ASIA","Mangroves","Non-market Use",1,1162375387665.02,96648685,12.0268101698954
"VUT","ASIA","Mangroves","Non-use",1,974640312.02063,311685,3.12700422548608
"VUT","ASIA","Mangroves","Market",1,974640312.02063,311685,3.12700422548608
"VUT","ASIA","Mangroves","Non-market Use",1,974640312.02063,311685,3.12700422548608
"WLF","OECD","Mangroves","Non-use",1,NA,NA,NA
"WLF","OECD","Mangroves","Market",1,NA,NA,NA
"WLF","OECD","Mangroves","Non-market Use",1,NA,NA,NA
"WSM","ASIA","Mangroves","Non-use",1,1430162216.95336,214929,6.65411469347254
"WSM","ASIA","Mangroves","Market",1,1430162216.95336,214929,6.65411469347254
"WSM","ASIA","Mangroves","Non-market Use",1,1430162216.95336,214929,6.65411469347254
"YEM","MAF","Mangroves","Non-use",1,NA,32284046,NA
"YEM","MAF","Mangroves","Market",1,NA,32284046,NA
"YEM","MAF","Mangroves","Non-market Use",1,NA,32284046,NA
"ZAF","OECD","Mangroves","Non-use",1,803930033737.128,58801927,13.6718314305776
"ZAF","OECD","Mangroves","Market",1,803930033737.128,58801927,13.6718314305776
"ZAF","OECD","Mangroves","Non-market Use",1,803930033737.128,58801927,13.6718314305776
